"Gene" "OTU" "query" "db" "genus" "class" "phylum"
"ClassA" "OTU_0013" "Rhodopseudomonas palustris BisB18" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0380" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0216" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0513" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"ClassA" "OTU_0023" "Bradyrhizobium retamae" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0225" "Mycobacterium kansasii" "ncbi" "Mycobacterium" "Actinobacteria" "Actinobacteria"
"intI" "OTU_0092" "Opitutaceae bacterium TAV5" "ncbi" NA "Opitutae" "Verrucomicrobia"
"acr3" "OTU_0338" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"arsA" "OTU_0091" "Dehalogenimonas lykanthroporepellens BL-DC-9" "ncbi" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi"
"arsM" "OTU_0827" "Verrucomicrobia bacterium GWF2_62_7" "ncbi" NA NA "Verrucomicrobia"
"arsM" "OTU_1112" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"acr3" "OTU_0655" "Acidobacterium capsulatum ATCC 51196" "ncbi" "Acidobacterium" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0102" "Acidobacteria bacterium 13_1_20CM_4_57_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0841" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0899" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0041" "Leptolinea tardivitalis" "ncbi" "Leptolinea" "Anaerolineae" "Chloroflexi"
"arsM" "OTU_0019" "Tetrasphaera japonica T1-X7" "ncbi" "Tetrasphaera" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0097" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_1269" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"acr3" "OTU_0081" "Acidobacterium capsulatum ATCC 51196" "ncbi" "Acidobacterium" "Acidobacteriia" "Acidobacteria"
"acr3" "OTU_0544" "Thermoactinomyces vulgaris" "ncbi" "Thermoactinomyces" "Bacilli" "Firmicutes"
"acr3" "OTU_0632" "Actinobacteria bacterium RBG_16_68_12" "ncbi" NA NA "Actinobacteria"
"acr3" "OTU_0116" "Paenibacillus sp. 32O-W" "ncbi" "Paenibacillus" "Bacilli" "Firmicutes"
"acr3" "OTU_0629" "Candidatus Koribacter versatilis Ellin345" "ncbi" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0456" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"ClassA" "OTU_0101" "Rhodopseudomonas palustris BisB18" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0182" "Betaproteobacteria bacterium RBG_16_64_18" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0866" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0642" "Rhodospirillales bacterium 69-11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0819" "Acidobacteria bacterium 13_1_40CM_4_61_5" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0312" "Candidatus Koribacter versatilis Ellin345" "ncbi" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria"
"aioA" "OTU_0027" "Bradyrhizobium sp. NAS96.2" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0342" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0752" "Acidobacteria bacterium SCGC AG-212-P17" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0708" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0815" "Verrucomicrobia bacterium GWF2_62_7" "ncbi" NA NA "Verrucomicrobia"
"arsM" "OTU_1051" "Candidatus Rokubacteria bacterium 13_2_20CM_2_70_11" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_1288" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_1280" "Acidobacteria bacterium 13_1_40CM_2_60_7" "ncbi" NA NA "Acidobacteria"
"ClassA" "OTU_0005" "Bradyrhizobium retamae" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0478" "Bradyrhizobium sp. BR 10245" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"intI" "OTU_0015" "Nitrosomonas eutropha C91" "ncbi" "Nitrosomonas" "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0124" "Candidatus Muproteobacteria bacterium RBG_16_60_9" "ncbi" NA "Candidatus Muproteobacteria" "Proteobacteria"
"arsM" "OTU_0824" "Candidatus Muproteobacteria bacterium RBG_16_60_9" "ncbi" NA "Candidatus Muproteobacteria" "Proteobacteria"
"arsM" "OTU_0932" "Acidobacteria bacterium SCGC AG-212-P17" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1204" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"acr3" "OTU_0275" "Acidobacteriales bacterium 59-55" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0776" "Gemmatimonadetes bacterium 13_1_40CM_66_11" "ncbi" NA NA "Gemmatimonadetes"
"arsM" "OTU_0571" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1072" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"ClassA" "OTU_0032" "Methylocella silvestris BL2" "ncbi" "Methylocella" "Alphaproteobacteria" "Proteobacteria"
"vanX" "OTU_0011" "Streptomyces toyocaensis" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0579" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"arsA" "OTU_0188" "Caldilinea aerophila DSM 14535 = NBRC 104270" "ncbi" "Caldilinea" "Caldilineae" "Chloroflexi"
"arsM" "OTU_0109" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0421" "Acidobacteria bacterium 13_1_40CM_2_60_7" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0944" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_1095" "Verrucomicrobia bacterium GWF2_62_7" "ncbi" NA NA "Verrucomicrobia"
"arsA" "OTU_0196" "Bacillus thuringiensis MC28" "ncbi" "Bacillus" "Bacilli" "Firmicutes"
"arsM" "OTU_0315" "Acidobacteria bacterium 13_1_20CM_4_57_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1040" "Fimbriimonas ginsengisoli Gsoil 348" "ncbi" "Fimbriimonas" "Fimbriimonadia" "Armatimonadetes"
"acr3" "OTU_0619" "Sorangium cellulosum" "ncbi" "Sorangium" "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_0133" "Acidobacteria bacterium 13_1_40CM_4_58_4" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0813" "Chloroflexi bacterium 13_1_40CM_55_7" "ncbi" NA NA "Chloroflexi"
"acr3" "OTU_0384" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0727" "Fimbriimonas ginsengisoli Gsoil 348" "ncbi" "Fimbriimonas" "Fimbriimonadia" "Armatimonadetes"
"acr3" "OTU_0223" "Bradyrhizobium sp. Leaf396" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1050" "Roseiflexus castenholzii DSM 13941" "ncbi" "Roseiflexus" "Chloroflexia" "Chloroflexi"
"intI" "OTU_0158" "Candidatus Magnetomorum sp. HK-1" "ncbi" "Candidatus Magnetomorum" "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_0834" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0835" "Bradyrhizobium sp. BR 10245" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1237" "Candidatus Rokubacteria bacterium 13_1_40CM_3_69_38" "ncbi" NA NA "Candidatus Rokubacteria"
"acr3" "OTU_0273" "Tepidibacillus sp. HK-1" "ncbi" "Tepidibacillus" "Bacilli" "Firmicutes"
"acr3" "OTU_0366" "Terriglobus saanensis SP1PR4" "ncbi" "Terriglobus" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0179" "Terriglobus roseus" "ncbi" "Terriglobus" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0396" "Acidobacteria bacterium 13_1_20CM_2_65_9" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0781" "Acidobacteriales bacterium 13_2_20CM_55_8" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsA" "OTU_0076" "Caldilinea aerophila DSM 14535 = NBRC 104270" "ncbi" "Caldilinea" "Caldilineae" "Chloroflexi"
"arsM" "OTU_0053" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0399" "Gemmatimonadetes bacterium 13_2_20CM_2_66_5" "ncbi" NA NA "Gemmatimonadetes"
"arsM" "OTU_0481" "Acidobacteriales bacterium 13_1_40CM_3_55_5" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"ClassA" "OTU_0100" "Bradyrhizobium retamae" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0967" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0261" "Acidobacterium capsulatum ATCC 51196" "ncbi" "Acidobacterium" "Acidobacteriia" "Acidobacteria"
"acr3" "OTU_0515" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0794" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0504" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0474" "Betaproteobacteria bacterium RIFCSPLOWO2_02_67_12" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0906" "Acidobacteriales bacterium 13_2_20CM_55_8" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_1010" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"ClassA" "OTU_0010" "Bradyrhizobium oligotrophicum S58" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0129" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0915" "Acidobacteria bacterium SCGC AG-212-P17" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0977" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"tolC" "OTU_0010" "Betaproteobacteria bacterium SCGC AG-212-J23" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"acr3" "OTU_0204" "Anaerolineae bacterium CG2_30_64_16" "ncbi" NA "Anaerolineae" "Chloroflexi"
"arsM" "OTU_0378" "Betaproteobacteria bacterium RBG_16_64_18" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0740" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0707" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0910" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_1182" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1192" "Candidatus Rokubacteria bacterium 13_2_20CM_2_70_11" "ncbi" NA NA "Candidatus Rokubacteria"
"intI" "OTU_0011" "Candidatus Nitrospira nitrificans" "ncbi" "Nitrospira" "Nitrospira" "Nitrospirae"
"acr3" "OTU_0452" "Candidatus Firestonebacteria bacterium RIFOXYA2_FULL_40_8" "ncbi" NA NA "Candidatus Firestonebacteria"
"arsM" "OTU_0512" "Acidobacteria bacterium 13_1_40CM_4_58_4" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0699" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1282" "Gemmatimonadetes bacterium 13_2_20CM_69_27" "ncbi" NA NA "Gemmatimonadetes"
"vanA" "OTU_0015" "Brevibacillus laterosporus" "ncbi" "Brevibacillus" "Bacilli" "Firmicutes"
"acr3" "OTU_0609" "Candidatus Koribacter versatilis Ellin345" "ncbi" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0559" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0632" "Terriglobus roseus" "ncbi" "Terriglobus" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_1105" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"acr3" "OTU_0019" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0599" "Verrucomicrobia bacterium 61-8" "ncbi" NA NA "Verrucomicrobia"
"arsA" "OTU_0057" "Dehalogenimonas lykanthroporepellens BL-DC-9" "ncbi" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi"
"arsM" "OTU_0208" "Rhodopseudomonas pseudopalustris" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0104" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_1189" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"acr3" "OTU_0179" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0455" "Acidobacterium capsulatum ATCC 51196" "ncbi" "Acidobacterium" "Acidobacteriia" "Acidobacteria"
"aioA" "OTU_0002" "Bradyrhizobium sp. BR 10245" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsA" "OTU_0024" "Caldilinea aerophila DSM 14535 = NBRC 104270" "ncbi" "Caldilinea" "Caldilineae" "Chloroflexi"
"arsM" "OTU_0455" "Acidobacteriales bacterium 13_2_20CM_55_8" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"acr3" "OTU_0068" "Anaeromyxobacter sp. PSR-1" "ncbi" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria"
"acr3" "OTU_0270" "Terriglobus saanensis SP1PR4" "ncbi" "Terriglobus" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0524" "Acidobacteriales bacterium 59-55" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_1053" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_1078" "Acidobacteriales bacterium 13_1_40CM_3_55_5" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"tolC" "OTU_0003" "Betaproteobacteria bacterium SCGC AG-212-J23" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"acr3" "OTU_0356" "miscellaneous Crenarchaeota group archaeon SMTZ-80" "ncbi" NA NA "Candidatus Bathyarchaeota"
"acr3" "OTU_0413" "Sphaerobacter thermophilus DSM 20745" "ncbi" "Sphaerobacter" "Thermomicrobia" "Chloroflexi"
"acr3" "OTU_0501" "Verrucomicrobia bacterium SCN 57-15" "ncbi" NA NA "Verrucomicrobia"
"arsM" "OTU_0209" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0348" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0484" "Candidatus Koribacter versatilis Ellin345" "ncbi" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0543" "Acidobacteriales bacterium 13_2_20CM_55_8" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0626" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0810" "Nitrospirae bacterium 13_1_40CM_4_62_6" "ncbi" NA NA "Nitrospirae"
"arsM" "OTU_1047" "Mycobacterium heraklionense" "ncbi" "Mycobacterium" "Actinobacteria" "Actinobacteria"
"ClassA" "OTU_0001" "Streptomyces decoyicus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0203" "Rhizobiales bacterium 65-9" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0604" "Spirochaetes bacterium RBG_13_68_11" "ncbi" NA NA "Spirochaetes"
"acr3" "OTU_0654" "Xanthomonas perforans" "ncbi" "Xanthomonas" "Gammaproteobacteria" "Proteobacteria"
"arsM" "OTU_0068" "Acidobacteria bacterium 13_1_20CM_2_65_9" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0743" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1018" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"ClassA" "OTU_0015" "Bradyrhizobium oligotrophicum S58" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0275" "Acidobacteria bacterium 13_1_20CM_4_57_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0885" "Acidobacteria bacterium 13_1_40CM_2_60_7" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0816" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0846" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1129" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0307" "Sorangium cellulosum" "ncbi" "Sorangium" "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_0283" "Acidobacteria bacterium SCGC AG-212-P17" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0347" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_1207" "Acidobacteria bacterium 13_1_20CM_2_65_9" "ncbi" NA NA "Acidobacteria"
"ClassA" "OTU_0047" "Rhizobium miluonense" "ncbi" "Rhizobium" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0007" "Rhizobiales bacterium 65-9" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0401" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49" "ncbi" NA "Deltaproteobacteria" "Proteobacteria"
"acr3" "OTU_0507" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_65_14" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0226" "Chloroflexi bacterium 13_1_40CM_55_7" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_0272" "Acidobacteriales bacterium 13_2_20CM_55_8" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"acr3" "OTU_0011" "Acidobacterium capsulatum ATCC 51196" "ncbi" "Acidobacterium" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0197" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0341" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0449" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0788" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_1188" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0333" "Acidobacteria bacterium SCGC AG-212-P17" "ncbi" NA NA "Acidobacteria"
"ClassA" "OTU_0075" "Rhodopseudomonas palustris BisB18" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"sul2" "OTU_0007" "Rhizomicrobium sp. SCGC AG-212-E05" "ncbi" "Rhizomicrobium" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0511" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0087" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0154" "Acidobacteria bacterium 13_1_40CM_4_58_4" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0920" "Acidobacteria bacterium 13_1_40CM_4_61_5" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0182" "Bdellovibrionales bacterium RIFOXYD1_FULL_53_11" "ncbi" NA "Oligoflexia" "Proteobacteria"
"intI" "OTU_0176" "Geobacter metallireducens GS-15" "ncbi" "Geobacter" "Deltaproteobacteria" "Proteobacteria"
"acr3" "OTU_0582" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0659" "Acidobacteria bacterium 13_1_20CM_3_58_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0792" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0356" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0391" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_1017" "Bradyrhizobium sp. BR 10245" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsA" "OTU_0040" "Caldilinea aerophila DSM 14535 = NBRC 104270" "ncbi" "Caldilinea" "Caldilineae" "Chloroflexi"
"arsM" "OTU_1143" "Acidobacteria bacterium 13_1_20CM_2_65_9" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1294" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0049" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0215" "Rhodopseudomonas palustris CGA009" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0294" "Acidobacteria bacterium 13_1_40CM_65_14" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0789" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_1083" "Peptococcaceae bacterium CEB3" "ncbi" NA "Clostridia" "Firmicutes"
"acr3" "OTU_0239" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0354" "Acidobacteria bacterium 13_1_20CM_4_57_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0417" "Chloroflexi bacterium 13_1_40CM_55_7" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_0809" "Actinobacteria bacterium 13_1_20CM_2_66_18" "ncbi" NA NA "Actinobacteria"
"arsM" "OTU_1008" "Acidobacteriales bacterium 13_2_20CM_55_8" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_1114" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"intI" "OTU_0057" "Chlorobium phaeobacteroides DSM 266" "ncbi" "Chlorobium" "Chlorobia" "Chlorobi"
"vanA" "OTU_0010" "Brevibacillus laterosporus" "ncbi" "Brevibacillus" "Bacilli" "Firmicutes"
"acr3" "OTU_0198" "Candidatus Koribacter versatilis Ellin345" "ncbi" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria"
"acr3" "OTU_0271" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0376" "Rhodopseudomonas pseudopalustris" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"aioA" "OTU_0029" "Bradyrhizobium sp. BR 10245" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0148" "Candidatus Rokubacteria bacterium 13_1_40CM_3_69_38" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0508" "Gemmatimonas sp. SG8_38_2" "ncbi" "Gemmatimonas" "Gemmatimonadetes" "Gemmatimonadetes"
"ClassB" "OTU_0084" "Legionella erythra" "ncbi" "Legionella" "Gammaproteobacteria" "Proteobacteria"
"acr3" "OTU_0625" "Rhodospirillales bacterium 69-11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0031" "Acidobacteria bacterium 13_1_20CM_4_57_11" "ncbi" NA NA "Acidobacteria"
