"Site" "As_ppm" "Temp" "Classification" "organism" "Abundance" "Fraction.Abundance" "GE" "rplB" "Normalized.Abundance.census" "Normalized.Abundance.rplB" "Gene" "Type"
"Cen03" 7.1 14.7 "Recovered" "Streptomyces purpurogeneiscleroticus" 1.549 0.006 4316.23308354 1348.369 0.000358877745946373 0.0011487953223487 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Acidocella sp. MX-AZ02" 1.04 0.004 4316.23308354 1348.369 0.000240950842985299 0.000771302217716367 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Phenylobacterium sp. SCN 69-14" 1.789 0.0069 4316.23308354 1348.369 0.000414481786635289 0.00132678814182171 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "uncultured bacterium" 4.793 0.0186 4316.23308354 1348.369 0.00111045902925821 0.00355466493222553 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Bradyrhizobium neotropicale" 4.122 0.016 4316.23308354 1348.369 0.000954999398832118 0.00305702667444891 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Afipia sp. 62-7" 1.012 0.0039 4316.23308354 1348.369 0.000234463704904926 0.000750536388777849 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Sphingobium sp. YBL2" 1.133 0.0044 4316.23308354 1348.369 0.000262497408752254 0.000840274435262157 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Sphingobium sp. C100" 1.533 0.0059 4316.23308354 1348.369 0.000355170809900446 0.00113692913438384 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "uncultured bacterium" 10.179 0.0395 4316.23308354 1348.369 0.00235830637571862 0.00754912045589894 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Acidihalobacter prosperus" 1.25 0.0049 4316.23308354 1348.369 0.0002896043785881 0.000927045934755249 "arsC_glut" "AsRG"
"Cen03" 7.1 14.7 "Recovered" "Gluconacetobacter diazotrophicus PAl 5" 7.657 0.0297 4316.23308354 1348.369 0.00177400058147927 0.00567871257793675 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Endozoicomonas elysicola" 1.647 0.0093 4092.17106536 976.976 0.000402475843187926 0.00168581418581419 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Belnapia rosea" 1.277 0.0072 4092.17106536 976.976 0.00031205929068062 0.00130709454479946 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Sphingopyxis sp. 113P3" 1.752 0.0099 4092.17106536 976.976 0.000428134594575135 0.00179328867853458 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Collimonas arenae" 0.933 0.0053 4092.17106536 976.976 0.000227996333754909 0.000954987635315504 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Burkholderia sp. A9" 2.139 0.0121 4092.17106536 976.976 0.00052270542111656 0.00218940895170403 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Bradyrhizobium erythrophlei" 2.801 0.0159 4092.17106536 976.976 0.000684477739386388 0.00286701003914119 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Bradyrhizobium lablabi" 4.898 0.0278 4092.17106536 976.976 0.00119691965994806 0.00501342919375706 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Stenotrophomonas sp. HMSC10F06" 4.327 0.0246 4092.17106536 976.976 0.00105738492621382 0.00442897266667758 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Rhodobacter sp. 24-YEA-8" 2.703 0.0153 4092.17106536 976.976 0.000660529571424994 0.00276670051260215 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Mesorhizobium plurifarium" 1.279 0.0073 4092.17106536 976.976 0.000312548028802281 0.00130914167799414 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Gluconobacter frateurii NBRC 101659" 2.244 0.0127 4092.17106536 976.976 0.000548364172503768 0.00229688344442443 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Sphingomonas sp. SCN 67-18" 2.572 0.0146 4092.17106536 976.976 0.000628517224456191 0.00263261328835099 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Acidovorax avenae subsp. avenae ATCC 19860" 2.173 0.0123 4092.17106536 976.976 0.000531013969184799 0.00222421021601349 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Chelatococcus sambhunathii" 2.034 0.0115 4092.17106536 976.976 0.000497046669729351 0.00208193445898364 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Hyphomicrobium sp. MC1" 1.362 0.0077 4092.17106536 976.976 0.000332830660851218 0.00139409770557312 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Paraburkholderia sediminicola" 1.042 0.0059 4092.17106536 976.976 0.00025463256138544 0.00106655639442525 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Mesorhizobium ciceri biovar biserrulae WSM1271" 1.545 0.0088 4092.17106536 976.976 0.000377550198983209 0.0015814103928858 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Sphingomonas sp. WHSC-8" 1.479 0.0084 4092.17106536 976.976 0.000361421840968393 0.00151385499746155 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Bradyrhizobium icense" 0.817 0.0046 4092.17106536 976.976 0.000199649522698564 0.000836253910024402 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Alphaproteobacteria bacterium 62-8" 4.933 0.028 4092.17106536 976.976 0.00120547257707713 0.00504925402466386 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Mariprofundus ferrooxydans PV-1" 1.704 0.0097 4092.17106536 976.976 0.000416404879655268 0.0017441574818624 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Bosea robiniae" 1.266 0.0072 4092.17106536 976.976 0.000309371231011484 0.00129583531222875 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Sphingomonas sanguinis" 1.485 0.0084 4092.17106536 976.976 0.000362888055333376 0.00151999639704558 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Blastochloris viridis" 1.325 0.0075 4092.17106536 976.976 0.000323789005600487 0.00135622574147164 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Sphingomonas paucimobilis" 1.18 0.0067 4092.17106536 976.976 0.000288355491780056 0.00120780858485777 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Microvirga guangxiensis" 2.661 0.0151 4092.17106536 976.976 0.00065026607087011 0.00272371071551399 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Variovorax sp. HW608" 1.092 0.0062 4092.17106536 976.976 0.000266851014426967 0.0011177347242921 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Acidiphilium cryptum JF-5" 1.365 0.0077 4092.17106536 976.976 0.000333563768033709 0.00139716840536513 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Methyloceanibacter methanicus" 2.676 0.0152 4092.17106536 976.976 0.000653931606782569 0.00273906421447405 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Hyphomicrobium facile" 1.063 0.006 4092.17106536 976.976 0.000259764311662881 0.00108805129296933 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Phenylobacterium zucineum HLK1" 7.673 0.0435 4092.17106536 976.976 0.00187504380375286 0.00785382650136749 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Burkholderia sp. ST111" 3.923 0.0223 4092.17106536 976.976 0.000958659825638272 0.0040154517613534 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Burkholderia glathei PML1(12)" 1.35 0.0077 4092.17106536 976.976 0.000329898232121251 0.00138181490640507 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Neorhizobium galegae bv. orientalis" 1.2 0.0068 4092.17106536 976.976 0.000293242872996668 0.00122827991680451 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Paraburkholderia phenazinium" 1.973 0.0112 4092.17106536 976.976 0.000482140157018688 0.00201949689654608 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Variovorax sp. WDL1" 0.542 0.0031 4092.17106536 976.976 0.000132448030970162 0.000554773095756702 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Mycobacterium sp. 852002-51613_SCH5001154" 3.561 0.0202 4092.17106536 976.976 0.000870198225617611 0.00364492065311737 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Burkholderia sp. H160" 4.014 0.0228 4092.17106536 976.976 0.000980897410173853 0.00410859632171108 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Sinorhizobium sp. GL28" 1.402 0.008 4092.17106536 976.976 0.00034260542328444 0.0014350403694666 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Phenylobacterium sp. SCN 70-31" 1.043 0.0059 4092.17106536 976.976 0.00025487693044627 0.00106757996102258 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Polaromonas sp. JS666" 1.286 0.0073 4092.17106536 976.976 0.000314258612228095 0.0013163066441755 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "uncultured bacterium" 1.405 0.008 4092.17106536 976.976 0.000343338530466932 0.00143811106925861 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Pseudomonas sp. BAY1663" 1.254 0.0071 4092.17106536 976.976 0.000306438802281518 0.00128355251306071 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Mesorhizobium alhagi CCNWXJ12-2" 1.022 0.0058 4092.17106536 976.976 0.000249745180168828 0.00104608506247851 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Microvirga guangxiensis" 2.37 0.0134 4092.17106536 976.976 0.000579154674168418 0.0024258528356889 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Burkholderia fungorum" 6.354 0.0361 4092.17106536 976.976 0.00155272101251735 0.00650374215947986 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Sphingomonas sp. Leaf23" 1.154 0.0065 4092.17106536 976.976 0.000282001896198462 0.001181195853327 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Collimonas sp. OK412" 0.988 0.0056 4092.17106536 976.976 0.00024143663210059 0.00101128379816904 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Comamonas testosteroni" 2.831 0.0161 4092.17106536 976.976 0.000691808811211305 0.0028977170370613 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Microbulbifer yueqingensis" 1.38 0.0078 4092.17106536 976.976 0.000337229303946168 0.00141252190432518 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Rhizobium grahamii CCGE 502" 1.607 0.0091 4092.17106536 976.976 0.000392701080754704 0.0016448715219207 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Bradyrhizobium sp. cf659" 3.908 0.0222 4092.17106536 976.976 0.000954994289725814 0.00400009826239334 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Phenylobacterium sp. SCN 70-31" 2.695 0.0153 4092.17106536 976.976 0.000658574618938349 0.00275851197982345 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Phenylobacterium sp. RIFCSPHIGHO2_01_FULL_69_31" 1.344 0.0076 4092.17106536 976.976 0.000328432017756268 0.00137567350682105 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Bordetella ansorpii" 0.817 0.0046 4092.17106536 976.976 0.000199649522698564 0.000836253910024402 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Comamonas thiooxydans" 2.364 0.0134 4092.17106536 976.976 0.000577688459803435 0.00241971143610488 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Azospirillum lipoferum 4B" 2.138 0.0121 4092.17106536 976.976 0.000522461052055729 0.0021883853851067 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Pseudomonas aeruginosa" 1.104 0.0063 4092.17106536 976.976 0.000269783443156934 0.00113001752346015 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Collimonas sp. OK242" 1.07 0.0061 4092.17106536 976.976 0.000261474895088695 0.00109521625915069 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Sphingobium sp. HDIP04" 1.628 0.0092 4092.17106536 976.976 0.000397832831032146 0.00166636642046478 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Alphaproteobacteria bacterium 13_1_20CM_3_64_12" 8.865 0.0503 4092.17106536 976.976 0.00216633172426288 0.0090739178853933 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Bradyrhizobium sp. LMTR 3" 3.083 0.0175 4092.17106536 976.976 0.000753389814540605 0.00315565581959025 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Bosea sp. LC85" 2.476 0.014 4092.17106536 976.976 0.000605057794616457 0.00253435089500663 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Bradyrhizobium sp. err11" 1.038 0.0059 4092.17106536 976.976 0.000253655085142117 0.0010624621280359 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Achromobacter xylosoxidans" 1.737 0.0099 4092.17106536 976.976 0.000424469058662676 0.00177793517957452 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "alpha proteobacterium AAP38" 3.085 0.0175 4092.17106536 976.976 0.000753878552662266 0.00315770295278492 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Microvirga vignae" 4.177 0.0237 4092.17106536 976.976 0.00102072956708923 0.00427543767707702 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "uncultured bacterium" 1.632 0.0093 4092.17106536 976.976 0.000398810307275468 0.00167046068685413 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "mine drainage metagenome" 1.175 0.0067 4092.17106536 976.976 0.000287133646475904 0.00120269075187108 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Inquilinus limosus MP06" 1.109 0.0063 4092.17106536 976.976 0.000271005288461087 0.00113513535644683 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Mesorhizobium loti" 1.065 0.006 4092.17106536 976.976 0.000260253049784542 0.001090098426164 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "bacterium YEK0313" 2.634 0.0149 4092.17106536 976.976 0.000643668106227685 0.00269607441738589 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "uncultured bacterium" 2.498 0.0142 4092.17106536 976.976 0.00061043391395473 0.00255686936014805 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Bradyrhizobium neotropicale" 1.661 0.0094 4092.17106536 976.976 0.000405897010039554 0.00170014411817691 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Sphingobium sp. C100" 1.139 0.0065 4092.17106536 976.976 0.000278336360286004 0.00116584235436694 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "uncultured bacterium" 10.558 0.0599 4092.17106536 976.976 0.00258004854424901 0.010806816134685 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Bradyrhizobium sp. S23321" 1.803 0.0102 4092.17106536 976.976 0.000440597416677493 0.00184549057499877 "arsC_glut" "AsRG"
"Cen04" 3.6 13.3 "Recovered" "Paraburkholderia aspalathi" 1.338 0.0076 4092.17106536 976.976 0.000326965803391284 0.00136953210723703 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Burkholderia cepacia" 1.095 0.004 4046.64987597 1152.584 0.000270594203492222 0.000950039216230661 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Aurantimonas sp. Leaf443" 1.294 0.0047 4046.64987597 1152.584 0.00031977068430953 0.00112269474502509 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Sphingopyxis sp. 113P3" 2.39 0.0086 4046.64987597 1152.584 0.000590612005795808 0.00207360157697834 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Bradyrhizobium lablabi" 8.268 0.0299 4046.64987597 1152.584 0.00204317157486182 0.00717344679433343 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Methylobacterium variabile" 1.653 0.006 4046.64987597 1152.584 0.000408486044175929 0.00143416878943313 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Vulgatibacter incomptus" 1.254 0.0045 4046.64987597 1152.584 0.000309885964547257 0.00108799011612169 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Zetaproteobacteria bacterium CG1_02_55_237" 1.602 0.0058 4046.64987597 1152.584 0.000395883026479031 0.0013899203875813 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Beijerinckia sp. 28-YEA-48" 2.138 0.0077 4046.64987597 1152.584 0.000528338271293489 0.0018549624148869 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Paraburkholderia telluris" 1.972 0.0071 4046.64987597 1152.584 0.000487316684280056 0.00171093820493777 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Rhizobiales bacterium 62-47" 3.383 0.0122 4046.64987597 1152.584 0.000836000173894234 0.00293514398950532 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Ensifer glycinis" 1.681 0.0061 4046.64987597 1152.584 0.00041540534800952 0.00145846202966552 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Sphingomonas sanxanigenens DSM 19645 = NX02" 4.362 0.0158 4046.64987597 1152.584 0.00107792869007586 0.00378453978191611 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Microvirga guangxiensis" 1.443 0.0052 4046.64987597 1152.584 0.000356591265423996 0.00125196948769027 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Rhodomicrobium vannielii ATCC 17100" 1.608 0.0058 4046.64987597 1152.584 0.000397365734443372 0.00139512608191681 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Comamonas sp. E6" 2.61 0.0094 4046.64987597 1152.584 0.000644977964488309 0.00226447703594705 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Bradyrhizobium sp." 1.564 0.0057 4046.64987597 1152.584 0.000386492542704872 0.00135695099012306 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Pseudacidovorax sp. RU35E" 1.139 0.0041 4046.64987597 1152.584 0.000281467395230722 0.000988214308024404 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "marine sediment metagenome" 1.469 0.0053 4046.64987597 1152.584 0.000363016333269474 0.00127452749647748 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Bradyrhizobium valentinum" 9.386 0.0339 4046.64987597 1152.584 0.00231944949221735 0.00814344117218354 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Bradyrhizobium japonicum SEMIA 5079" 2.945 0.0107 4046.64987597 1152.584 0.000727762492497345 0.00255512830301306 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Mesorhizobium plurifarium" 3.306 0.012 4046.64987597 1152.584 0.000816972088351859 0.00286833757886627 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Sphingomonas sp. YR710" 1.077 0.0039 4046.64987597 1152.584 0.000266146079599199 0.000934422133224129 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Rhodopseudomonas palustris BisB5" 1.638 0.0059 4046.64987597 1152.584 0.000404779274265077 0.00142115455359436 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Mesorhizobium sp. WSM1497" 2.816 0.0102 4046.64987597 1152.584 0.000695884271264015 0.00244320587479958 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Mesorhizobium alhagi CCNWXJ12-2" 0.868 0.0031 4046.64987597 1152.584 0.000214498418841323 0.000753090447203848 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Rhizobiales bacterium 62-17" 2.198 0.0079 4046.64987597 1152.584 0.000543165350936898 0.001907019358242 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Bradyrhizobium sp. Ghvi" 1.192 0.0043 4046.64987597 1152.584 0.000294564648915734 0.00103419794132141 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Bradyrhizobium manausense" 2.149 0.0078 4046.64987597 1152.584 0.000531056569228114 0.00186450618783533 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Rhizobiales bacterium 64-17" 3.761 0.0136 4046.64987597 1152.584 0.000929410775647713 0.00326310273264248 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Pseudomonas psychrotolerans" 2.634 0.0095 4046.64987597 1152.584 0.000650908796345673 0.0022852998132891 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Rhizobium sp. Root1220" 3.278 0.0119 4046.64987597 1152.584 0.000810052784518267 0.00284404433863389 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Paracoccus sp. MKU1" 4.26 0.0154 4046.64987597 1152.584 0.00105272265468207 0.00369604297821243 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Sphingomonas sp. RIT328" 1.588 0.0057 4046.64987597 1152.584 0.000392423374562236 0.0013777737674651 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Belnapia rosea" 1.128 0.0041 4046.64987597 1152.584 0.000278749097296097 0.000978670535075968 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Azospirillum thiophilum" 11.458 0.0414 4046.64987597 1152.584 0.00283147797590308 0.00994114094937983 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Bosea sp. LC85" 2.621 0.0095 4046.64987597 1152.584 0.000647696262422934 0.00227402080889549 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Alphaproteobacteria bacterium 13_1_20CM_3_64_12" 5.961 0.0216 4046.64987597 1152.584 0.00147307036257273 0.00517185732232965 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Burkholderia cepacia" 1.301 0.0047 4046.64987597 1152.584 0.000321500510267927 0.00112876805508319 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "alpha proteobacterium AAP38" 2.246 0.0081 4046.64987597 1152.584 0.000555027014651626 0.00194866491292609 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Brevundimonas sp. AAP58" 2.993 0.0108 4046.64987597 1152.584 0.000739624156212073 0.00259677385769714 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Bosea sp. BIWAKO-01" 0.938 0.0034 4046.64987597 1152.584 0.0002317966784253 0.000813823547784803 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Pseudoxanthobacter soli DSM 19599" 0.959 0.0035 4046.64987597 1152.584 0.000236986156300494 0.00083204347795909 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Bradyrhizobium sp. AT1" 1.421 0.0051 4046.64987597 1152.584 0.000351154669554746 0.0012328819417934 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "bacterium YEK0313" 5.196 0.0188 4046.64987597 1152.584 0.00128402509711925 0.00450813129455207 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Methylobacterium populi" 1.013 0.0037 4046.64987597 1152.584 0.000250330527979562 0.000878894726978684 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Rhodomicrobium udaipurense JA643" 1.707 0.0062 4046.64987597 1152.584 0.000421830415854998 0.00148102003845273 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Burkholderia stagnalis" 6.624 0.024 4046.64987597 1152.584 0.0016369095926324 0.00574708654640356 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Afipia sp. 62-7" 2.629 0.0095 4046.64987597 1152.584 0.000649673206375389 0.00228096173467617 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "uncultured bacterium" 22.089 0.0799 4046.64987597 1152.584 0.00545858937072117 0.0191647636961818 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Mycobacterium sp. 1245111.1" 1.377 0.005 4046.64987597 1152.584 0.000340281477816246 0.00119470684999965 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Achromobacter xylosoxidans" 1.05 0.0038 4046.64987597 1152.584 0.000259473893759665 0.000910996508714332 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Caulobacter vibrioides" 3.332 0.012 4046.64987597 1152.584 0.000823397156197336 0.00289089558765348 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Bradyrhizobium erythrophlei" 12.326 0.0446 4046.64987597 1152.584 0.00304597639474441 0.0106942313965837 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Afipia sp. P52-10" 0.98 0.0035 4046.64987597 1152.584 0.000242175634175687 0.000850263408133377 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Burkholderia sp. GAS332" 2.041 0.0074 4046.64987597 1152.584 0.000504367825869977 0.00177080368979614 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Bradyrhizobium diazoefficiens" 1.152 0.0042 4046.64987597 1152.584 0.000284679929153461 0.00099949331241801 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Phenylobacterium zucineum HLK1" 1.082 0.0039 4046.64987597 1152.584 0.000267381669569483 0.000938760211837055 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Mesorhizobium sp. ORS3428" 1.921 0.0069 4046.64987597 1152.584 0.000474713666583158 0.00166668980308594 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Mesorhizobium plurifarium" 0.763 0.0028 4046.64987597 1152.584 0.000188551029465356 0.000661990796332415 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Caulobacter sp. Root487D2Y" 3.739 0.0135 4046.64987597 1152.584 0.000923974179778463 0.00324401518674561 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Sinorhizobium meliloti BL225C" 1.738 0.0063 4046.64987597 1152.584 0.000429491073670759 0.00150791612585287 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Acidovorax avenae subsp. avenae ATCC 19860" 1.068 0.0039 4046.64987597 1152.584 0.000263922017652688 0.000926613591720864 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Burkholderia sp. LMG 29326" 4.46 0.0161 4046.64987597 1152.584 0.00110214625349343 0.00386956612272945 "arsC_glut" "AsRG"
"Cen05" 1.75 14 "Recovered" "Bradyrhizobium jicamae" 1.005 0.0036 4046.64987597 1152.584 0.000248353584027108 0.000871953801198004 "arsC_glut" "AsRG"
