"Gene" "OTU" "phylum" "class" "genus"
"rplB" "rplB_2712" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2728" "Proteobacteria" "Gammaproteobacteria" "Pseudoxanthomonas"
"rplB" "rplB_2854" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_3011" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_3387" "Actinobacteria" "Actinobacteridae" "Thermomonosporaceae"
"rplB" "rplB_4674" "Proteobacteria" "Betaproteobacteria" "Methylobacillus"
"rplB" "rplB_0011" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0039" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0134" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0170" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0451" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_0531" "Proteobacteria" "Gammaproteobacteria" "Thiorhodospira"
"rplB" "rplB_0586" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1051" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_1137" "Firmicutes" "Bacilli" "Alicyclobacillus"
"rplB" "rplB_1234" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1293" "Firmicutes" "Bacilli" "Alicyclobacillus"
"rplB" "rplB_1367" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_1456" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1555" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_1575" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_1743" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2198" "Firmicutes" "Clostridia" "Desulfitobacterium"
"rplB" "rplB_2400" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2551" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_2569" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_2665" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_3223" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_3963" "Thermobaculum" NA NA
"rplB" "rplB_3986" "Cyanobacteria" "Oscillatoriophycideae" NA
"rplB" "rplB_4202" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0360" "Actinobacteria" "Actinobacteridae" "Beutenbergiaceae"
"rplB" "rplB_0975" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1009" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_1043" "Actinobacteria" "Actinobacteridae" "Nocardioidaceae"
"rplB" "rplB_1393" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1445" "Actinobacteria" "Actinobacteridae" "Jonesiaceae"
"rplB" "rplB_1578" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1970" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_2252" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_2498" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_2555" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2797" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_3800" "Proteobacteria" "Alphaproteobacteria" "Azospirillum"
"rplB" "rplB_0226" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_0681" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0930" "Thermobaculum" NA NA
"rplB" "rplB_0968" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_1088" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_1181" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_1831" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2196" "Proteobacteria" "Alphaproteobacteria" "Rhodopseudomonas"
"rplB" "rplB_2387" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2512" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2583" "Proteobacteria" "Alphaproteobacteria" "Phenylobacterium"
"rplB" "rplB_4075" "Chloroflexi" "Sphaerobacteridae" "Sphaerobacteraceae"
"rplB" "rplB_0061" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0633" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1315" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_1365" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1616" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2276" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_2446" "Actinobacteria" "Actinobacteridae" "Beutenbergiaceae"
"rplB" "rplB_2730" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0165" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_0269" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_0288" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0504" "Aquificae" "Desulfurobacteriales" NA
"rplB" "rplB_2140" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2215" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0301" "Actinobacteria" "Actinobacteridae" "Thermomonosporaceae"
"rplB" "rplB_1119" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_1186" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_1202" "Actinobacteria" "Actinobacteridae" "Thermomonosporaceae"
"rplB" "rplB_1548" "Firmicutes" "Clostridia" "Ruminiclostridium"
"rplB" "rplB_1585" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1754" "Actinobacteria" "Actinobacteridae" "Dermatophilaceae"
"rplB" "rplB_2358" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_3203" "Firmicutes" "Clostridia" "Thermaerobacter"
"rplB" "rplB_0420" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1089" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_2411" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_2681" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_4257" "Actinobacteria" "Actinobacteridae" "Mycobacteriaceae"
"rplB" "rplB_4439" "Actinobacteria" "Actinobacteridae" "Streptomycetaceae"
"rplB" "rplB_1370" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_2195" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_3042" "Proteobacteria" "Betaproteobacteria" "Thiobacillus"
"rplB" "rplB_3864" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0183" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0192" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0505" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0576" "Actinobacteria" "Acidimicrobidae" "Acidimicrobiaceae"
"rplB" "rplB_0709" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1004" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_1052" "Actinobacteria" "Actinobacteridae" "Promicromonosporaceae"
"rplB" "rplB_1199" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1603" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_1668" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_1746" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1948" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_2130" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2132" "Actinobacteria" "Actinobacteridae" "Microbacteriaceae"
"rplB" "rplB_2269" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2574" "Actinobacteria" "Actinobacteridae" "Thermomonosporaceae"
"rplB" "rplB_2619" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2629" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2630" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2694" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_3285" "Actinobacteria" "Actinobacteridae" "Kineosporiaceae"
"rplB" "rplB_3598" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_3693" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaera"
"rplB" "rplB_3874" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0112" "Proteobacteria" "Gammaproteobacteria" "Ectothiorhodospira"
"rplB" "rplB_0152" "Actinobacteria" "Actinobacteridae" "Beutenbergiaceae"
"rplB" "rplB_0173" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_0285" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_0331" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0797" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_1595" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_1688" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_2056" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2228" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_2633" "Actinobacteria" "Actinobacteridae" "Thermomonosporaceae"
"rplB" "rplB_2750" "Proteobacteria" "Alphaproteobacteria" "Phaeospirillum"
"rplB" "rplB_2828" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaera"
"rplB" "rplB_3320" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_4416" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_4481" "Actinobacteria" "Acidimicrobidae" "Acidimicrobiaceae"
"rplB" "rplB_0160" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0332" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0439" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0614" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1262" "Aquificae" "Desulfurobacteriales" NA
"rplB" "rplB_2320" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_2515" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2983" "Firmicutes" "Bacilli" "Alicyclobacillus"
"rplB" "rplB_4632" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0097" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0366" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_0542" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0664" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1198" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_1260" "Actinobacteria" "Actinobacteridae" "Streptomycetaceae"
"rplB" "rplB_2631" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_0252" "Actinobacteria" "Actinobacteridae" "Jonesiaceae"
"rplB" "rplB_0378" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1094" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_1318" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_1427" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0655" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_1241" "Actinobacteria" "Actinobacteridae" "Beutenbergiaceae"
"rplB" "rplB_2900" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_2946" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_4507" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaera"
"rplB" "rplB_0042" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2205" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_3040" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_3635" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_3988" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_1930" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2287" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2891" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_3339" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_3374" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaera"
"rplB" "rplB_3400" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0211" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_0313" "Firmicutes" "Clostridia" "Thermaerobacter"
"rplB" "rplB_0427" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_1993" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_4245" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_0073" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0086" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0348" "Proteobacteria" "Deltaproteobacteria" "Kofleriaceae"
"rplB" "rplB_0397" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_0519" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0566" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0881" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0904" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_0990" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_1496" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1640" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_2124" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2369" "Firmicutes" "Clostridia" "Thermaerobacter"
"rplB" "rplB_2469" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_2691" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2869" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_3396" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_3535" "Proteobacteria" "Alphaproteobacteria" "Ochrobactrum"
"rplB" "rplB_3632" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_3667" "Chloroflexi" "Anaerolineae" "Anaerolinea"
"rplB" "rplB_4053" "Gemmatimonadetes" "Gemmatimonadales" NA
"rplB" "rplB_4083" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_4158" "Proteobacteria" "Alphaproteobacteria" "Rhodopseudomonas"
"rplB" "rplB_4367" "Firmicutes" "Clostridia" "Thermaerobacter"
"rplB" "rplB_4394" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_4500" "Actinobacteria" "Actinobacteridae" "Kineosporiaceae"
"rplB" "rplB_0071" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_0323" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0417" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0672" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0787" "Bacteroidetes" "Sphingobacteriia" "Niastella"
"rplB" "rplB_0799" "Proteobacteria" "Gammaproteobacteria" "Thiorhodospira"
"rplB" "rplB_0861" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_0867" "Firmicutes" "Bacilli" "Alicyclobacillus"
"rplB" "rplB_0983" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1097" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_1298" "Actinobacteria" "Acidimicrobidae" "Acidimicrobiaceae"
"rplB" "rplB_1515" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1577" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_1679" "Firmicutes" "Clostridia" "Thermaerobacter"
"rplB" "rplB_1778" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1997" "Proteobacteria" "Betaproteobacteria" "Sideroxydans"
"rplB" "rplB_2210" "Aquificae" "Desulfurobacteriales" NA
"rplB" "rplB_2316" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_2373" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_2390" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2427" "Actinobacteria" "Actinobacteridae" "Dermatophilaceae"
"rplB" "rplB_2472" "Actinobacteria" "Acidimicrobidae" "Acidimicrobiaceae"
"rplB" "rplB_3012" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_3501" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_3606" "Thermobaculum" NA NA
"rplB" "rplB_3698" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_3985" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_4087" "Verrucomicrobia" "Opitutae" "Opitutus"
"rplB" "rplB_4209" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_0595" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_0656" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0883" "Proteobacteria" "Betaproteobacteria" "Azospira"
"rplB" "rplB_0913" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1026" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_2119" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2339" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_2823" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_3869" "Firmicutes" "Clostridia" "Carboxydothermus"
"rplB" "rplB_4165" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_4318" "Firmicutes" "Clostridia" "Thermaerobacter"
"rplB" "rplB_0706" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_0953" "Aquificae" "Desulfurobacteriales" NA
"rplB" "rplB_1436" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_1662" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1837" "Actinobacteria" "Actinobacteridae" "Gordoniaceae"
"rplB" "rplB_2076" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2563" "Actinobacteria" "Acidimicrobidae" "Acidimicrobiaceae"
"rplB" "rplB_2761" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_3102" "Proteobacteria" "Gammaproteobacteria" "Thiorhodospira"
"rplB" "rplB_4465" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_1683" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1991" "Proteobacteria" "Deltaproteobacteria" "Polyangiaceae"
"rplB" "rplB_0690" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0864" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_0947" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1114" "Actinobacteria" "Actinobacteridae" "Thermomonosporaceae"
"rplB" "rplB_1356" "Proteobacteria" "Betaproteobacteria" "Burkholderia"
"rplB" "rplB_2170" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_2570" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_3750" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_1347" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_1375" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1942" "Actinobacteria" "Acidimicrobidae" "Acidimicrobiaceae"
"rplB" "rplB_2281" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2292" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0101" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0843" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_3347" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0002" "Actinobacteria" "Acidimicrobidae" "Acidimicrobiaceae"
"rplB" "rplB_0337" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0440" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2829" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_2984" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_3824" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_4332" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0064" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0816" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_1133" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1223" "Firmicutes" "Bacilli" "Alicyclobacillus"
"rplB" "rplB_1425" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1448" "Actinobacteria" "Actinobacteridae" "Cellulomonadaceae"
"rplB" "rplB_2200" "Proteobacteria" "Alphaproteobacteria" "Afipia"
"rplB" "rplB_2496" "Proteobacteria" "Alphaproteobacteria" "Roseomonas"
"rplB" "rplB_2595" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2733" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2815" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_3924" "Acidobacteria" "Solibacteres" "CandidatusSolibacter"
"rplB" "rplB_0695" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_0879" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1158" "Actinobacteria" "Actinobacteridae" "Thermomonosporaceae"
"rplB" "rplB_1506" "Actinobacteria" "Acidimicrobidae" "Acidimicrobiaceae"
"rplB" "rplB_1812" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_1921" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2028" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2526" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2667" "Actinobacteria" "Actinobacteridae" "Nocardiaceae"
"rplB" "rplB_2755" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_3507" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_3699" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_4117" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_4179" "Proteobacteria" "Gammaproteobacteria" "Dickeya"
"rplB" "rplB_0043" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_0184" "Actinobacteria" "Acidimicrobidae" "Acidimicrobiaceae"
"rplB" "rplB_0298" "Firmicutes" "Clostridia" "Thermosediminibacter"
"rplB" "rplB_0449" "Actinobacteria" "Actinobacteridae" "Dermacoccaceae"
"rplB" "rplB_1106" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1108" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1501" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_1698" "Aquificae" "Desulfurobacteriales" NA
"rplB" "rplB_1900" "Proteobacteria" "Alphaproteobacteria" "Bradyrhizobium"
"rplB" "rplB_1928" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_2248" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_2408" "Firmicutes" "Clostridia" "Desulfosporosinus"
"rplB" "rplB_2461" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_2666" "Actinobacteria" "Actinobacteridae" "Nocardioidaceae"
"rplB" "rplB_2757" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_3431" "Acidobacteria" "Acidobacteriales" NA
"rplB" "rplB_4077" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_4493" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_4563" "Proteobacteria" "Betaproteobacteria" "Azospira"
"rplB" "rplB_0973" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_1314" "Proteobacteria" "Gammaproteobacteria" "Dickeya"
"rplB" "rplB_1635" "Firmicutes" "Clostridia" "Desulfotomaculum"
"rplB" "rplB_1775" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2032" "Actinobacteria" "Rubrobacteridae" "Conexibacter"
"rplB" "rplB_2151" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_2391" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_4068" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_4281" "Gemmatimonadetes" "Gemmatimonadales" NA
"rplB" "rplB_0602" "Firmicutes" "Clostridia" "Thermaerobacter"
"rplB" "rplB_1417" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1615" "Firmicutes" "Clostridia" "Thermincola"
"rplB" "rplB_2139" "Firmicutes" "Bacilli" "Alicyclobacillus"
"rplB" "rplB_2317" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_3608" "Proteobacteria" "Betaproteobacteria" "Sideroxydans"
"rplB" "rplB_1150" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1762" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
"rplB" "rplB_1887" "Firmicutes" "Clostridia" "Halothermothrix"
"rplB" "rplB_2123" "Actinobacteria" "Coriobacteridae" "Coriobacteriaceae"
