"db" "query" "genus" "class" "phylum" "Organism"
"ncbi" "Mariprofundus ferrooxydans PV-1" "Mariprofundus" "Zetaproteobacteria" "Proteobacteria" "Mariprofundus ferrooxydans PV-1"
"ncbi" "Bosea robiniae" "Bosea" "Alphaproteobacteria" "Proteobacteria" "Bosea robiniae"
"ncbi" "Sphingomonas sanguinis" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sanguinis"
"ncbi" "Blastochloris viridis" "Blastochloris" "Alphaproteobacteria" "Proteobacteria" "Blastochloris viridis"
"ncbi" "Sphingomonas paucimobilis" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas paucimobilis"
"ncbi" "Microvirga guangxiensis" "Microvirga" "Alphaproteobacteria" "Proteobacteria" "Microvirga guangxiensis"
"ncbi" "Variovorax sp. HW608" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax sp. HW608"
"ncbi" "Acidiphilium cryptum JF-5" "Acidiphilium" "Alphaproteobacteria" "Proteobacteria" "Acidiphilium cryptum JF-5"
"ncbi" "Methyloceanibacter methanicus" "Methyloceanibacter" "Alphaproteobacteria" "Proteobacteria" "Methyloceanibacter methanicus"
"ncbi" "Hyphomicrobium facile" "Hyphomicrobium" "Alphaproteobacteria" "Proteobacteria" "Hyphomicrobium facile"
"ncbi" "Phenylobacterium zucineum HLK1" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium zucineum HLK1"
"ncbi" "Burkholderia sp. ST111" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. ST111"
"ncbi" "Burkholderia glathei PML1(12)" NA NA NA "Burkholderia glathei PML1(12)"
"ncbi" "Neorhizobium galegae bv. orientalis" "Neorhizobium" "Alphaproteobacteria" "Proteobacteria" "Neorhizobium galegae bv. orientalis"
"ncbi" "Paraburkholderia phenazinium" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Paraburkholderia phenazinium"
"ncbi" "Variovorax sp. WDL1" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax sp. WDL1"
"ncbi" "Mycobacterium sp. 852002-51613_SCH5001154" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. 852002-51613_SCH5001154"
"ncbi" "Burkholderia sp. H160" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. H160"
"ncbi" "Sinorhizobium sp. GL28" "Sinorhizobium" "Alphaproteobacteria" "Proteobacteria" "Sinorhizobium sp. GL28"
"ncbi" "Phenylobacterium sp. SCN 70-31" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium sp. SCN 70-31"
"ncbi" "Polaromonas sp. JS666" "Polaromonas" "Betaproteobacteria" "Proteobacteria" "Polaromonas sp. JS666"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Pseudomonas sp. BAY1663" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. BAY1663"
"ncbi" "Mesorhizobium alhagi CCNWXJ12-2" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium alhagi CCNWXJ12-2"
"ncbi" "Microvirga guangxiensis" "Microvirga" "Alphaproteobacteria" "Proteobacteria" "Microvirga guangxiensis"
"ncbi" "Burkholderia fungorum" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia fungorum"
"ncbi" "Sphingomonas sp. Leaf23" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. Leaf23"
"ncbi" "Collimonas sp. OK412" "Collimonas" "Betaproteobacteria" "Proteobacteria" "Collimonas sp. OK412"
"ncbi" "Comamonas testosteroni" "Comamonas" "Betaproteobacteria" "Proteobacteria" "Comamonas testosteroni"
"ncbi" "Microbulbifer yueqingensis" "Microbulbifer" "Gammaproteobacteria" "Proteobacteria" "Microbulbifer yueqingensis"
"ncbi" "Rhizobium grahamii CCGE 502" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium grahamii CCGE 502"
"ncbi" "Bradyrhizobium sp. cf659" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. cf659"
"ncbi" "Phenylobacterium sp. SCN 70-31" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium sp. SCN 70-31"
"ncbi" "Phenylobacterium sp. RIFCSPHIGHO2_01_FULL_69_31" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium sp. RIFCSPHIGHO2_01_FULL_69_31"
"ncbi" "Bordetella ansorpii" "Bordetella" "Betaproteobacteria" "Proteobacteria" "Bordetella ansorpii"
"ncbi" "Comamonas thiooxydans" "Comamonas" "Betaproteobacteria" "Proteobacteria" "Comamonas thiooxydans"
"ncbi" "Azospirillum lipoferum 4B" "Azospirillum" "Alphaproteobacteria" "Proteobacteria" "Azospirillum lipoferum 4B"
"ncbi" "Pseudomonas aeruginosa" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas aeruginosa"
"ncbi" "Collimonas sp. OK242" "Collimonas" "Betaproteobacteria" "Proteobacteria" "Collimonas sp. OK242"
"ncbi" "Sphingobium sp. HDIP04" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium sp. HDIP04"
"ncbi" "Alphaproteobacteria bacterium 13_1_20CM_3_64_12" NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 13_1_20CM_3_64_12"
"ncbi" "Bradyrhizobium sp. LMTR 3" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. LMTR 3"
"ncbi" "Bosea sp. LC85" "Bosea" "Alphaproteobacteria" "Proteobacteria" "Bosea sp. LC85"
"ncbi" "Bradyrhizobium sp. err11" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. err11"
"ncbi" "Achromobacter xylosoxidans" "Achromobacter" "Betaproteobacteria" "Proteobacteria" "Achromobacter xylosoxidans"
"ncbi" "alpha proteobacterium AAP38" NA "Alphaproteobacteria" "Proteobacteria" "alpha proteobacterium AAP38"
"ncbi" "Microvirga vignae" "Microvirga" "Alphaproteobacteria" "Proteobacteria" "Microvirga vignae"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "mine drainage metagenome" NA NA NA "mine drainage metagenome"
"ncbi" "Inquilinus limosus MP06" "Inquilinus" "Alphaproteobacteria" "Proteobacteria" "Inquilinus limosus MP06"
"ncbi" "Mesorhizobium loti" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium loti"
"ncbi" "bacterium YEK0313" NA NA NA "bacterium YEK0313"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Bradyrhizobium neotropicale" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium neotropicale"
"ncbi" "Sphingobium sp. C100" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium sp. C100"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Bradyrhizobium sp. S23321" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. S23321"
"ncbi" "Paraburkholderia aspalathi" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Paraburkholderia aspalathi"
"ncbi" "Caldalkalibacillus thermarum TA2.A1" "Caldalkalibacillus" "Bacilli" "Firmicutes" "Caldalkalibacillus thermarum TA2.A1"
"ncbi" "Acidihalobacter prosperus" "Acidihalobacter" "Gammaproteobacteria" "Proteobacteria" "Acidihalobacter prosperus"
"ncbi" "Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446"
"ncbi" "Alicyclobacillus tengchongensis" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus tengchongensis"
"ncbi" "Alicyclobacillus macrosporangiidus" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus macrosporangiidus"
"ncbi" "Geobacillus sp. JS12" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. JS12"
"ncbi" "Staphylococcus aureus" "Staphylococcus" "Bacilli" "Firmicutes" "Staphylococcus aureus"
"ncbi" "Gracilibacillus boraciitolerans JCM 21714" "Gracilibacillus" "Bacilli" "Firmicutes" "Gracilibacillus boraciitolerans JCM 21714"
"ncbi" "Staphylococcus cohnii" "Staphylococcus" "Bacilli" "Firmicutes" "Staphylococcus cohnii"
"ncbi" "Zetaproteobacteria bacterium CG1_02_49_23" NA "Zetaproteobacteria" "Proteobacteria" "Zetaproteobacteria bacterium CG1_02_49_23"
"ncbi" "Geobacillus sp. Y4.1MC1" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. Y4.1MC1"
"ncbi" "Paenibacillus sp. FSL R7-0273" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus sp. FSL R7-0273"
"ncbi" "Actinobacteria bacterium 13_2_20CM_2_66_6" NA NA "Actinobacteria" "Actinobacteria bacterium 13_2_20CM_2_66_6"
"ncbi" "Acidobacteria bacterium SCGC AG-212-P17" NA NA "Acidobacteria" "Acidobacteria bacterium SCGC AG-212-P17"
"ncbi" "Streptomyces sp. G25(2015)" NA NA NA "Streptomyces sp. G25(2015)"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_65_8" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_65_8"
"ncbi" "Acidobacteria bacterium 13_2_20CM_58_27" NA NA "Acidobacteria" "Acidobacteria bacterium 13_2_20CM_58_27"
"ncbi" "Conexibacter woesei DSM 14684" "Conexibacter" "Thermoleophilia" "Actinobacteria" "Conexibacter woesei DSM 14684"
"ncbi" "Geodermatophilus brasiliensis" "Geodermatophilus" "Actinobacteria" "Actinobacteria" "Geodermatophilus brasiliensis"
"ncbi" "Magnetospira sp. QH-2" "Magnetospira" "Alphaproteobacteria" "Proteobacteria" "Magnetospira sp. QH-2"
"ncbi" "Actinobacteria bacterium 13_1_20CM_2_66_18" NA NA "Actinobacteria" "Actinobacteria bacterium 13_1_20CM_2_66_18"
"ncbi" "Verrucomicrobia bacterium GWF2_62_7" NA NA "Verrucomicrobia" "Verrucomicrobia bacterium GWF2_62_7"
"ncbi" "Magnetospirillum magnetotacticum MS-1" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum magnetotacticum MS-1"
"ncbi" "Magnetovibrio blakemorei" "Magnetovibrio" "Alphaproteobacteria" "Proteobacteria" "Magnetovibrio blakemorei"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Acidobacteria bacterium 13_1_20CM_4_57_11" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_4_57_11"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_58_4" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_58_4"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Actinobacteria bacterium 13_2_20CM_2_66_6" NA NA "Actinobacteria" "Actinobacteria bacterium 13_2_20CM_2_66_6"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Chitinophaga sp. YR573" "Chitinophaga" "Chitinophagia" "Bacteroidetes" "Chitinophaga sp. YR573"
"ncbi" "Betaproteobacteria bacterium RBG_16_64_18" NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RBG_16_64_18"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Magnetospirillum gryphiswaldense MSR-1" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum gryphiswaldense MSR-1"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_2_55_5" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_2_55_5"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_58_4" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_58_4"
"ncbi" "Sorangium cellulosum" "Sorangium" "Deltaproteobacteria" "Proteobacteria" "Sorangium cellulosum"
"ncbi" "Methylobacterium sp. Leaf100" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium sp. Leaf100"
"ncbi" "Burkholderia sp. LMG 29324" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. LMG 29324"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Oligotropha carboxidovorans OM5" "Oligotropha" "Alphaproteobacteria" "Proteobacteria" "Oligotropha carboxidovorans OM5"
"ncbi" "Bradyrhizobium sp." "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp."
"ncbi" "Rhodoplanes sp. Z2-YC6860" "Rhodoplanes" "Alphaproteobacteria" "Proteobacteria" "Rhodoplanes sp. Z2-YC6860"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Altererythrobacter atlanticus" "Altererythrobacter" "Alphaproteobacteria" "Proteobacteria" "Altererythrobacter atlanticus"
"ncbi" "Candidatus Solibacter usitatus Ellin6076" "Candidatus Solibacter" "Solibacteres" "Acidobacteria" "Candidatus Solibacter usitatus Ellin6076"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Pseudomonas stutzeri" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas stutzeri"
"ncbi" "Thiobacillus denitrificans ATCC 25259" "Thiobacillus" "Betaproteobacteria" "Proteobacteria" "Thiobacillus denitrificans ATCC 25259"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Rhodocyclaceae bacterium PG1-Ca6" "Rugosibacter" "Betaproteobacteria" "Proteobacteria" "Rhodocyclaceae bacterium PG1-Ca6"
"ncbi" "Halothiobacillus sp. LS2" "Halothiobacillus" "Gammaproteobacteria" "Proteobacteria" "Halothiobacillus sp. LS2"
"ncbi" "Candidatus Accumulibacter sp. SK-01" "Candidatus Accumulibacter" "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-01"
"ncbi" "uncultured microorganism" NA NA NA "uncultured microorganism"
"ncbi" "Betaproteobacteria bacterium SG8_39" NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SG8_39"
"ncbi" "Nitrococcus mobilis Nb-231" "Nitrococcus" "Gammaproteobacteria" "Proteobacteria" "Nitrococcus mobilis Nb-231"
"ncbi" "Thioalkalivibrio sulfidophilus HL-EbGr7" "Thioalkalivibrio" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio sulfidophilus HL-EbGr7"
"ncbi" "Pseudomonas xanthomarina" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas xanthomarina"
"ncbi" "Caldilinea aerophila DSM 14535 = NBRC 104270" "Caldilinea" "Caldilineae" "Chloroflexi" "Caldilinea aerophila DSM 14535 = NBRC 104270"
"ncbi" "Propionivibrio sp. S1" "Propionivibrio" "Betaproteobacteria" "Proteobacteria" "Propionivibrio sp. S1"
"ncbi" "Cloning vector pJB3Tc20" NA NA NA "Cloning vector pJB3Tc20"
"ncbi" "Shigella sonnei" "Shigella" "Gammaproteobacteria" "Proteobacteria" "Shigella sonnei"
"ncbi" "Klebsiella pneumoniae" "Klebsiella" "Gammaproteobacteria" "Proteobacteria" "Klebsiella pneumoniae"
"ncbi" "Escherichia coli MS 182-1" "Escherichia" "Gammaproteobacteria" "Proteobacteria" "Escherichia coli MS 182-1"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Megasphaera elsdenii" "Megasphaera" "Negativicutes" "Firmicutes" "Megasphaera elsdenii"
"ncbi" "Bifidobacterium thermophilum" "Bifidobacterium" "Actinobacteria" "Actinobacteria" "Bifidobacterium thermophilum"
"ncbi" "Megasphaera elsdenii" "Megasphaera" "Negativicutes" "Firmicutes" "Megasphaera elsdenii"
"ncbi" "Streptococcus suis" "Streptococcus" "Bacilli" "Firmicutes" "Streptococcus suis"
"ncbi" "Chryseobacterium soli" "Chryseobacterium" "Flavobacteriia" "Bacteroidetes" "Chryseobacterium soli"
"ncbi" "Niabella sp. BS26" "Niabella" "Chitinophagia" "Bacteroidetes" "Niabella sp. BS26"
"ncbi" "Flavobacterium piscis" "Flavobacterium" "Flavobacteriia" "Bacteroidetes" "Flavobacterium piscis"
"ncbi" "Flavobacterium piscis" "Flavobacterium" "Flavobacteriia" "Bacteroidetes" "Flavobacterium piscis"
"ncbi" "Bacteroides fragilis CL03T00C08" "Bacteroides" "Bacteroidia" "Bacteroidetes" "Bacteroides fragilis CL03T00C08"
"ncbi" "Chryseobacterium piperi" "Chryseobacterium" "Flavobacteriia" "Bacteroidetes" "Chryseobacterium piperi"
"ncbi" "Brevibacillus laterosporus" "Brevibacillus" "Bacilli" "Firmicutes" "Brevibacillus laterosporus"
"ncbi" "Brevibacillus sp. SKDU10" "Brevibacillus" "Bacilli" "Firmicutes" "Brevibacillus sp. SKDU10"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Clostridium sp. MLG856-1" "Clostridium" "Clostridia" "Firmicutes" "Clostridium sp. MLG856-1"
"ncbi" "Paenibacillus thiaminolyticus" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus thiaminolyticus"
"ncbi" "Actinoplanes sp. ATCC 53533" "Actinoplanes" "Actinobacteria" "Actinobacteria" "Actinoplanes sp. ATCC 53533"
"ncbi" "Desulfitobacterium dichloroeliminans LMG P-21439" "Desulfitobacterium" "Clostridia" "Firmicutes" "Desulfitobacterium dichloroeliminans LMG P-21439"
"ncbi" "uncultured organism CA37" NA NA NA "uncultured organism CA37"
"ncbi" "Terriglobus roseus" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus"
"ncbi" "Actinobacteria bacterium RBG_16_70_17" NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_70_17"
"ncbi" "Methylosinus sp. 3S-1" "Methylosinus" "Alphaproteobacteria" "Proteobacteria" "Methylosinus sp. 3S-1"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Sorangium cellulosum" "Sorangium" "Deltaproteobacteria" "Proteobacteria" "Sorangium cellulosum"
"ncbi" "Mycobacterium kansasii" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium kansasii"
"ncbi" "Belnapia rosea" "Belnapia" "Alphaproteobacteria" "Proteobacteria" "Belnapia rosea"
"ncbi" "Nitrospirae bacterium GWD2_57_9" NA NA "Nitrospirae" "Nitrospirae bacterium GWD2_57_9"
"ncbi" "Granulicella mallensis MP5ACTX8" "Granulicella" "Acidobacteriia" "Acidobacteria" "Granulicella mallensis MP5ACTX8"
"ncbi" "Rhodospirillales bacterium 69-11" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium 69-11"
"ncbi" "Armatimonadetes bacterium RBG_16_67_12" NA NA "Armatimonadetes" "Armatimonadetes bacterium RBG_16_67_12"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Anaeromyxobacter sp. PSR-1" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. PSR-1"
"ncbi" "Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10" NA NA "Candidatus Handelsmanbacteria" "Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10"
"ncbi" "Chlorobium limicola DSM 245" "Chlorobium" "Chlorobia" "Chlorobi" "Chlorobium limicola DSM 245"
"ncbi" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11"
"ncbi" "Acidithiobacillales bacterium SM23_46" NA "Acidithiobacillia" "Proteobacteria" "Acidithiobacillales bacterium SM23_46"
"ncbi" "Methylosinus sp. R-45379" "Methylosinus" "Alphaproteobacteria" "Proteobacteria" "Methylosinus sp. R-45379"
"ncbi" "Anaeromyxobacter sp. PSR-1" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. PSR-1"
"ncbi" "Planctomycetes bacterium GWF2_50_10" NA NA "Planctomycetes" "Planctomycetes bacterium GWF2_50_10"
"ncbi" "Chloroflexi bacterium RBG_16_48_8" NA NA "Chloroflexi" "Chloroflexi bacterium RBG_16_48_8"
"ncbi" "Candidatus Tectomicrobia bacterium RIFCSPLOWO2_12_FULL_69_37" NA NA "Candidatus Tectomicrobia" "Candidatus Tectomicrobia bacterium RIFCSPLOWO2_12_FULL_69_37"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Geobacillus thermoglucosidasius C56-YS93" "Parageobacillus" "Bacilli" "Firmicutes" "Geobacillus thermoglucosidasius C56-YS93"
"ncbi" "Candidatus Firestonebacteria bacterium RIFOXYA2_FULL_40_8" NA NA "Candidatus Firestonebacteria" "Candidatus Firestonebacteria bacterium RIFOXYA2_FULL_40_8"
"ncbi" "Candidatus Fischerbacteria bacterium RBG_13_37_8" NA NA "Candidatus Fischerbacteria" "Candidatus Fischerbacteria bacterium RBG_13_37_8"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36"
"ncbi" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49" NA "Deltaproteobacteria" "Proteobacteria" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49"
"ncbi" "Bacteroidetes bacterium 46-16" NA NA "Bacteroidetes" "Bacteroidetes bacterium 46-16"
"ncbi" "Anaeromyxobacter sp. Fw109-5" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. Fw109-5"
"ncbi" "Elusimicrobia bacterium RIFOXYB2_FULL_48_7" NA NA "Elusimicrobia" "Elusimicrobia bacterium RIFOXYB2_FULL_48_7"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28"
"ncbi" "Elusimicrobia bacterium RIFOXYA12_FULL_51_18" NA NA "Elusimicrobia" "Elusimicrobia bacterium RIFOXYA12_FULL_51_18"
"ncbi" "Elusimicrobia bacterium GWA2_51_34" NA NA "Elusimicrobia" "Elusimicrobia bacterium GWA2_51_34"
"ncbi" "Thermoactinomyces vulgaris" "Thermoactinomyces" "Bacilli" "Firmicutes" "Thermoactinomyces vulgaris"
"ncbi" "Alphaproteobacteria bacterium 62-8" NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 62-8"
"ncbi" "Kaistia sp. SCN 65-12" "Kaistia" "Alphaproteobacteria" "Proteobacteria" "Kaistia sp. SCN 65-12"
"ncbi" "Acidocella sp. MX-AZ02" "Acidocella" "Alphaproteobacteria" "Proteobacteria" "Acidocella sp. MX-AZ02"
"ncbi" "Terriglobus saanensis SP1PR4" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus saanensis SP1PR4"
"ncbi" "Candidatus Edwardsbacteria bacterium RifOxyC12_full_54_24" NA NA "Candidatus Edwardsbacteria" "Candidatus Edwardsbacteria bacterium RifOxyC12_full_54_24"
"ncbi" "Spirochaetes bacterium RBG_13_68_11" NA NA "Spirochaetes" "Spirochaetes bacterium RBG_13_68_11"
"ncbi" "Nitrobacter hamburgensis X14" "Nitrobacter" "Alphaproteobacteria" "Proteobacteria" "Nitrobacter hamburgensis X14"
"ncbi" "Roseomonas cervicalis ATCC 49957" "Roseomonas" "Alphaproteobacteria" "Proteobacteria" "Roseomonas cervicalis ATCC 49957"
"ncbi" "Mesorhizobium alhagi CCNWXJ12-2" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium alhagi CCNWXJ12-2"
"ncbi" "Methylobacterium sp. SCN 67-24" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium sp. SCN 67-24"
"ncbi" "Chelatococcus sp. CO-6" "Chelatococcus" "Alphaproteobacteria" "Proteobacteria" "Chelatococcus sp. CO-6"
"ncbi" "Xanthobacter autotrophicus Py2" "Xanthobacter" "Alphaproteobacteria" "Proteobacteria" "Xanthobacter autotrophicus Py2"
"ncbi" "Bradyrhizobium sp. LMTR 3" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. LMTR 3"
"ncbi" "Kaistia sp. SCN 65-12" "Kaistia" "Alphaproteobacteria" "Proteobacteria" "Kaistia sp. SCN 65-12"
"ncbi" "Agrobacterium sp. GW4" "Agrobacterium" "Alphaproteobacteria" "Proteobacteria" "Agrobacterium sp. GW4"
"ncbi" "Bradyrhizobium sp. BR 10245" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. BR 10245"
"ncbi" "Bradyrhizobium sp. NAS96.2" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. NAS96.2"
"ncbi" "Bosea sp. WAO" "Bosea" "Alphaproteobacteria" "Proteobacteria" "Bosea sp. WAO"
"ncbi" "Devosia sp. 67-54" "Devosia" "Alphaproteobacteria" "Proteobacteria" "Devosia sp. 67-54"
"ncbi" "Bosea sp. DSM 18164" "Bosea" "Alphaproteobacteria" "Proteobacteria" "Bosea sp. DSM 18164"
"ncbi" "Burkholderia cepacia" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia cepacia"
"ncbi" "Aurantimonas sp. Leaf443" "Aurantimonas" "Alphaproteobacteria" "Proteobacteria" "Aurantimonas sp. Leaf443"
"ncbi" "Sphingopyxis sp. 113P3" "Sphingopyxis" "Alphaproteobacteria" "Proteobacteria" "Sphingopyxis sp. 113P3"
"ncbi" "Bradyrhizobium lablabi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium lablabi"
"ncbi" "Methylobacterium variabile" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium variabile"
"ncbi" "Vulgatibacter incomptus" "Vulgatibacter" "Deltaproteobacteria" "Proteobacteria" "Vulgatibacter incomptus"
