"Gene" "OTU" "query" "db" "genus" "class" "phylum"
"arsM" "OTU_0903" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1216" "Acidobacteriales bacterium 59-55" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"ClassA" "OTU_0073" "Streptomyces decoyicus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"vanA" "OTU_0007" "Paenibacillus thiaminolyticus" "ncbi" "Paenibacillus" "Bacilli" "Firmicutes"
"vanX" "OTU_0035" "Kibdelosporangium sp. MJ126-NF4" "ncbi" "Kibdelosporangium" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0812" "Solirubrobacterales bacterium 70-9" "ncbi" NA "Thermoleophilia" "Actinobacteria"
"intI" "OTU_0179" "Nitrosococcus watsonii C-113" "ncbi" "Nitrosococcus" "Gammaproteobacteria" "Proteobacteria"
"vanA" "OTU_0010" "Paenibacillus thiaminolyticus" "ncbi" "Paenibacillus" "Bacilli" "Firmicutes"
"arsM" "OTU_1318" "Acidobacteriales bacterium 13_1_40CM_3_55_5" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0536" "Fimbriimonas ginsengisoli Gsoil 348" "ncbi" "Fimbriimonas" "Fimbriimonadia" "Armatimonadetes"
"ClassA" "OTU_0102" "Paraburkholderia telluris" "ncbi" "Caballeronia" "Betaproteobacteria" "Proteobacteria"
"acr3" "OTU_0493" "Anaeromyxobacter sp. PSR-1" "ncbi" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria"
"aioA" "OTU_0016" "Chelatococcus sambhunathii" "ncbi" "Chelatococcus" "Alphaproteobacteria" "Proteobacteria"
"arsA" "OTU_0107" "Dehalogenimonas lykanthroporepellens BL-DC-9" "ncbi" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi"
"arsM" "OTU_1481" "Gemmatimonadetes bacterium SCN 70-22" "ncbi" NA NA "Gemmatimonadetes"
"arsM" "OTU_0277" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0308" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0793" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_1074" "Rhodopseudomonas pseudopalustris" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0707" "Anaeromyxobacter sp. PSR-1" "ncbi" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_0092" "Betaproteobacteria bacterium RBG_16_64_18" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_1023" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1008" "Gemmatimonadetes bacterium SCN 70-22" "ncbi" NA NA "Gemmatimonadetes"
"vanA" "OTU_0026" "Bacillus circulans" "ncbi" "Bacillus" "Bacilli" "Firmicutes"
"arsM" "OTU_0422" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0613" "Acidobacteriales bacterium 13_1_40CM_3_55_5" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"acr3" "OTU_0843" "Mycobacterium kansasii" "ncbi" "Mycobacterium" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0072" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0272" "Terriglobus roseus" "ncbi" "Terriglobus" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0451" "Acidobacteria bacterium 13_1_40CM_4_58_4" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1237" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0018" "Chloroflexi bacterium GWB2_54_36" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_0751" "Gemmatimonadetes bacterium 13_2_20CM_2_66_5" "ncbi" NA NA "Gemmatimonadetes"
"arsM" "OTU_1302" "Chloroflexi bacterium 13_1_40CM_55_7" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_1560" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" "ncbi" NA NA "Candidatus Rokubacteria"
"ClassA" "OTU_0108" "Rhodopseudomonas palustris BisB18" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0075" "Acidobacteria bacterium 13_1_40CM_2_60_7" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0967" "Acidobacteria bacterium SCGC AG-212-P17" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0553" "Mycobacterium sp. 852002-51163_SCH5372311" "ncbi" "Mycobacterium" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0435" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1271" "Acidobacteria bacterium 13_1_40CM_65_14" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0608" "Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10" "ncbi" NA NA "Candidatus Handelsmanbacteria"
"arsM" "OTU_1725" "Candidatus Rokubacteria bacterium 13_2_20CM_2_70_11" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0596" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0715" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0782" "Chloroflexi bacterium 13_1_40CM_55_7" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_1256" "Acidobacteria bacterium SCGC AG-212-P17" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1645" "Betaproteobacteria bacterium RBG_16_64_18" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"intI" "OTU_0207" "Pleurocapsa sp. PCC 7327" "ncbi" "Pleurocapsa" NA "Cyanobacteria"
"intI" "OTU_0262" "Candidatus Contendobacter odensis Run_B_J11" "ncbi" "Candidatus Contendobacter" "Gammaproteobacteria" "Proteobacteria"
"acr3" "OTU_0145" "Afipia sp. P52-10" "ncbi" "Afipia" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0114" "Betaproteobacteria bacterium RBG_16_64_18" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0212" "Acidobacteria bacterium SCGC AG-212-P17" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0540" "Acidobacteria bacterium 13_1_20CM_4_57_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0980" "Verrucomicrobia bacterium 13_1_20CM_3_54_17" "ncbi" NA NA "Verrucomicrobia"
"arsM" "OTU_1227" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1678" "Gemmatimonas phototrophica" "ncbi" "Gemmatimonas" "Gemmatimonadetes" "Gemmatimonadetes"
"vanX" "OTU_0062" "Streptomyces toyocaensis" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0016" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0031" "Acidobacteriales bacterium 13_1_40CM_3_55_5" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0138" "Acidobacteria bacterium 13_1_40CM_2_60_7" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0301" "Rhodomicrobium udaipurense JA643" "ncbi" "Rhodomicrobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0320" "Betaproteobacteria bacterium RBG_16_64_18" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0476" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0143" "Bradyrhizobium sp. Leaf396" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0423" "Candidatus Koribacter versatilis Ellin345" "ncbi" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0177" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"intI" "OTU_0044" "Candidatus Nitrospira nitrificans" "ncbi" "Nitrospira" "Nitrospira" "Nitrospirae"
"acr3" "OTU_0785" "Bacillus cereus Rock3-44" "ncbi" "Bacillus" "Bacilli" "Firmicutes"
"aioA" "OTU_0054" "Nitrobacter hamburgensis X14" "ncbi" "Nitrobacter" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0221" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0837" "Rhodomicrobium udaipurense JA643" "ncbi" "Rhodomicrobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0835" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0303" "Mycobacterium heckeshornense" "ncbi" "Mycobacterium" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1145" "Acidobacteria bacterium 13_1_40CM_4_61_5" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1651" "Acidobacteria bacterium 13_1_40CM_4_58_4" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1570" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0055" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0542" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1367" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1416" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0224" "Acidobacterium capsulatum ATCC 51196" "ncbi" "Acidobacterium" "Acidobacteriia" "Acidobacteria"
"acr3" "OTU_0616" "Acidobacterium capsulatum ATCC 51196" "ncbi" "Acidobacterium" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0038" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0348" "Candidatus Rokubacteria bacterium GWC2_70_16" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0402" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0434" "Candidatus Rokubacteria bacterium 13_1_40CM_3_69_38" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0459" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0527" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0893" "Gemmatimonadetes bacterium 13_2_20CM_70_9" "ncbi" NA NA "Gemmatimonadetes"
"arsM" "OTU_0899" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1602" "Acidobacteriales bacterium 13_1_40CM_3_55_5" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_1537" "Acidobacteria bacterium 13_1_40CM_4_61_5" "ncbi" NA NA "Acidobacteria"
"vanX" "OTU_0028" "Streptomyces toyocaensis" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"vanX" "OTU_0077" "Kibdelosporangium sp. MJ126-NF4" "ncbi" "Kibdelosporangium" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0241" "Candidatus Koribacter versatilis Ellin345" "ncbi" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria"
"acr3" "OTU_0308" "Mycobacterium sp. NE-TNMC-100812" "ncbi" "Mycobacterium" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0032" "Acidobacteria bacterium 13_1_40CM_4_61_5" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0129" "Betaproteobacteria bacterium RIFCSPLOWO2_02_67_12" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0239" "Acidobacteriales bacterium 13_1_40CM_3_55_5" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0290" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0477" "Acidobacteria bacterium 13_1_40CM_4_58_4" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0888" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1404" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0058" "Bradyrhizobium sp. Leaf396" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0127" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0604" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0645" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0790" "Bradyrhizobium sp. BR 10245" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0002" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0099" "Acidobacteria bacterium 13_1_40CM_2_60_7" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0510" "Acidobacteriales bacterium 13_1_40CM_3_55_5" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0754" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0730" "Acidobacteriales bacterium 13_1_40CM_3_55_5" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"intI" "OTU_0154" "Candidatus Nitrospira nitrificans" "ncbi" "Nitrospira" "Nitrospira" "Nitrospirae"
"acr3" "OTU_0595" "Planctomycetes bacterium RBG_13_63_9" "ncbi" NA NA "Planctomycetes"
"arsM" "OTU_0275" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0432" "Acidobacteria bacterium 13_1_20CM_4_57_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0545" "Acidobacteria bacterium 13_1_20CM_4_57_11" "ncbi" NA NA "Acidobacteria"
"vanX" "OTU_0007" "Kibdelosporangium sp. MJ126-NF4" "ncbi" "Kibdelosporangium" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0852" "Candidatus Koribacter versatilis Ellin345" "ncbi" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0935" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1113" "Bradyrhizobium sp. BR 10245" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1181" "Acidobacteria bacterium 13_1_40CM_2_60_7" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1531" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0910" "Acidobacteria bacterium SCGC AG-212-P17" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0918" "Chloroflexi bacterium RBG_13_68_17" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_1073" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"vanX" "OTU_0001" "Kibdelosporangium sp. MJ126-NF4" "ncbi" "Kibdelosporangium" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1211" "Acidobacteriales bacterium 13_1_40CM_3_55_5" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0330" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1096" "Rhodopseudomonas palustris CGA009" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1472" "Rhodopseudomonas pseudopalustris" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"intI" "OTU_0289" "Phycisphaerae bacterium SG8_4" "ncbi" NA "Phycisphaerae" "Planctomycetes"
"acr3" "OTU_0875" "Bdellovibrionales bacterium RIFOXYD1_FULL_53_11" "ncbi" NA "Oligoflexia" "Proteobacteria"
"intI" "OTU_0131" "Candidatus Magnetomorum sp. HK-1" "ncbi" "Candidatus Magnetomorum" "Deltaproteobacteria" "Proteobacteria"
"vanX" "OTU_0008" "Clostridium argentinense CDC 2741" "ncbi" "Clostridium" "Clostridia" "Firmicutes"
"vanX" "OTU_0014" "Kibdelosporangium sp. MJ126-NF4" "ncbi" "Kibdelosporangium" "Actinobacteria" "Actinobacteria"
"vanX" "OTU_0030" "Streptomyces toyocaensis" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"vanX" "OTU_0041" "Actinoplanes teichomyceticus" "ncbi" "Actinoplanes" "Actinobacteria" "Actinobacteria"
"vanX" "OTU_0065" "Actinoplanes teichomyceticus" "ncbi" "Actinoplanes" "Actinobacteria" "Actinobacteria"
"aioA" "OTU_0021" "Bradyrhizobium sp. BR 10245" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"aioA" "OTU_0029" "Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_62_17" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0007" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0567" "Acidobacteria bacterium 13_1_20CM_3_58_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1327" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_1595" "Betaproteobacteria bacterium RBG_16_64_18" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"intI" "OTU_0125" "Candidatus Magnetomorum sp. HK-1" "ncbi" "Candidatus Magnetomorum" "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_0458" "Betaproteobacteria bacterium RBG_16_64_18" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0452" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0609" "Candidatus Muproteobacteria bacterium RBG_16_60_9" "ncbi" NA "Candidatus Muproteobacteria" "Proteobacteria"
"arsM" "OTU_1536" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0353" "Acidobacteriales bacterium 13_1_40CM_3_55_5" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"intI" "OTU_0199" "Candidatus Accumulibacter sp. SK-02" "ncbi" "Candidatus Accumulibacter" "Betaproteobacteria" "Proteobacteria"
"vanX" "OTU_0052" "Actinoplanes teichomyceticus" "ncbi" "Actinoplanes" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1120" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1690" "Candidatus Muproteobacteria bacterium RBG_16_60_9" "ncbi" NA "Candidatus Muproteobacteria" "Proteobacteria"
"acr3" "OTU_0509" "Acidobacterium capsulatum ATCC 51196" "ncbi" "Acidobacterium" "Acidobacteriia" "Acidobacteria"
"acr3" "OTU_0519" "Nitrospirae bacterium GWC2_57_13" "ncbi" NA NA "Nitrospirae"
"arsM" "OTU_0579" "Acidobacteriales bacterium 13_2_20CM_55_8" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"aioA" "OTU_0086" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"intI" "OTU_0241" "Halothiobacillus sp. LS2" "ncbi" "Halothiobacillus" "Gammaproteobacteria" "Proteobacteria"
"aioA" "OTU_0097" "Roseomonas cervicalis ATCC 49957" "ncbi" "Roseomonas" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0045" "Acidobacteria bacterium 13_1_40CM_4_58_4" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0192" "Betaproteobacteria bacterium RBG_16_64_18" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0767" "Acidobacteria bacterium 13_1_20CM_4_57_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0807" "Rhodopseudomonas pseudopalustris" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0773" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0920" "Candidatus Rokubacteria bacterium 13_2_20CM_2_70_11" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0970" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1153" "Chloroflexi bacterium 13_1_40CM_55_7" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_1312" "Fimbriimonas ginsengisoli Gsoil 348" "ncbi" "Fimbriimonas" "Fimbriimonadia" "Armatimonadetes"
"vanX" "OTU_0082" "Actinoplanes teichomyceticus" "ncbi" "Actinoplanes" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0194" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0407" "Rhodomicrobium udaipurense JA643" "ncbi" "Rhodomicrobium" "Alphaproteobacteria" "Proteobacteria"
"intI" "OTU_0298" "Nitrococcus mobilis Nb-231" "ncbi" "Nitrococcus" "Gammaproteobacteria" "Proteobacteria"
"vanA" "OTU_0015" "Brevibacillus laterosporus" "ncbi" "Brevibacillus" "Bacilli" "Firmicutes"
"arsM" "OTU_0028" "Acidobacteria bacterium SCGC AG-212-P17" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0235" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0650" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_1517" "Acidobacteria bacterium 13_1_40CM_4_58_4" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1636" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0037" "Acidobacteria bacterium SCGC AG-212-P17" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1000" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0512" "Anaeromyxobacter sp. PSR-1" "ncbi" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria"
"ClassA" "OTU_0046" "Bradyrhizobium oligotrophicum S58" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"vanX" "OTU_0015" "Actinoplanes teichomyceticus" "ncbi" "Actinoplanes" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0447" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37" "ncbi" NA NA "Candidatus Rokubacteria"
"acr3" "OTU_0428" "Saccharopolyspora antimicrobica" "ncbi" "Saccharopolyspora" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0406" "Fimbriimonas ginsengisoli Gsoil 348" "ncbi" "Fimbriimonas" "Fimbriimonadia" "Armatimonadetes"
"arsM" "OTU_1593" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_0017" "Acidobacteria bacterium 13_1_40CM_4_58_4" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0312" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0512" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1230" "Gemmatimonadetes bacterium 13_1_40CM_3_69_22" "ncbi" NA NA "Gemmatimonadetes"
"arsM" "OTU_1670" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0149" "Actinobacteria bacterium RBG_16_68_12" "ncbi" NA NA "Actinobacteria"
"acr3" "OTU_0769" "Planctomycetes bacterium RBG_13_63_9" "ncbi" NA NA "Planctomycetes"
"arsM" "OTU_0346" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0812" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_1071" "Candidatus Rokubacteria bacterium 13_2_20CM_2_70_11" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_1373" "Acidobacteriales bacterium 13_2_20CM_55_8" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"intI" "OTU_0278" "Candidatus Nitrospira nitrificans" "ncbi" "Nitrospira" "Nitrospira" "Nitrospirae"
"intI" "OTU_0312" "Halothiobacillus sp. LS2" "ncbi" "Halothiobacillus" "Gammaproteobacteria" "Proteobacteria"
"acr3" "OTU_0814" "Solirubrobacterales bacterium 70-9" "ncbi" NA "Thermoleophilia" "Actinobacteria"
"acr3" "OTU_0833" "Anaeromyxobacter sp. PSR-1" "ncbi" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_1027" "Gemmatimonadetes bacterium SCN 70-22" "ncbi" NA NA "Gemmatimonadetes"
"arsM" "OTU_1284" "Rhodopseudomonas pseudopalustris" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
