Cen01	Cen03	Cen04	Cen05	Cen06	Cen07	Cen10	Cen12	Cen13	Cen14	Cen15	Cen16	Cen17
arsM_255			0.00204713319467418	0.00173523144517016		0.00618804222720016							
arsM_256								0.000442922366339317			0.00120841978569884		
arsM_258							0.000328195002968524			0.00303867934943901			
arsM_259								0.0163881275545547			0.00966735828559068		
arsM_260			0.00409426638934836			0.0026520180973715							
arsM_262					0.0102865353999247		0.00525112004749638	0.0137305933565188		0.00455801902415851	0.00483367914279534		
arsM_266								0.0137305933565188			0.00966735828559068	0.000998784479288706	
arsM_267	0.00262064121849334		0.00102356659733709			0.0141440965193146							
arsM_275								0.00310045656437522		0.000506446558239835	0.00362525935709651	0.00124848059911088	
arsM_281		0.0022249102434126				0.00176801206491433							
arsM_283				0.00173523144517016	0.000791271953840359								
arsM_284										0.00253223279119917		0.0107369331523536	
arsM_285					0.0688406599841113						0.00302104946424709		
arsM_287							0.00196917001781114	0.00177168946535727					
arsM_288	0.01572384731096	0.0029665469912168	0.00204713319467418										
arsM_289								0.000885844732678635		0.000506446558239835	0.00120841978569884		
arsM_294										0.00253223279119917		0.000998784479288706	
arsM_295			0.00102356659733709									0.000499392239644353	
arsM_296		0.00444982048682519	0.0184241987520676	0.00433807861292539		0.0167961146166861						0.000998784479288706	
arsM_299					0.00158254390768072	0.00176801206491433							
arsM_301		0.0014832734956084		0.00173523144517016									
arsM_304						0.00353602412982866		0.00221461183169659					
arsM_310										0.0015193396747195		0.00224726507839959	
arsM_318		0.0029665469912168		0.0130142358387762									
arsM_321					0.00158254390768072			0.00177168946535727					
arsM_327								0.00354337893071454			0.0223557660354285		
arsM_333											0.00120841978569884	0.000749088359466529	
arsM_334								0.00310045656437522			0.0235641858211273		
arsM_335		0.0118661879648672			0.0767533795225148						0.00906314839274126		
arsM_339		0.003708183739021	0.00204713319467418										
arsM_343								0.00132876709901795			0.00181262967854825	0.00174787283875523	
arsM_350				0.00173523144517016	0.000791271953840359								
arsM_353		0.000741636747804199				0.00795605429211449							
arsM_354									0.00171125630170133			0.00124848059911088	
arsM_355		0.000741636747804199		0.00260284716775524									
arsM_362		0.0029665469912168	0.00204713319467418										
arsM_363										0.00810314493183736		0.000499392239644353	
arsM_365							0.0164097501484262	0.00177168946535727					
arsM_368											0.00422946924994592	0.00199756895857741	
arsM_370								0.00221461183169659				0.000499392239644353	
arsM_371								0.0132876709901795			0.00362525935709651		
arsM_372				0.00260284716775524				0.00398630129705386		0.0015193396747195	0.00302104946424709		
arsM_376										0.0253223279119917	0.00181262967854825		
arsM_378			0.00204713319467418	0.00520569433551047									
arsM_379			0.00204713319467418			0.000884006032457166							
arsM_382		0.0022249102434126	0.00204713319467418										
arsM_387								0.0075296802277684		0.00303867934943901	0.00845893849989185	0.000499392239644353	
arsM_389			0.00307069979201127	0.00260284716775524		0.00442003016228583							0.00143005868960862
arsM_393		0.003708183739021		0.00260284716775524									
arsM_396						0.00353602412982866						0.000749088359466529	
arsM_406			0.00307069979201127	0.00347046289034031									
arsM_409	0.0218386768207778		0.00204713319467418	0.00347046289034031									0.00143005868960862
arsM_411	0.0122296590196356			0.00173523144517016									
arsM_414				0.00173523144517016	0.000791271953840359								
arsM_422			0.00818853277869671	0.00347046289034031									
arsM_433					0.00949526344608431			0.0101872144258043			0.00785472860704243		
arsM_435			0.00102356659733709			0.00442003016228583							
arsM_436					0.00316508781536144	0.00530403619474299							
arsM_447				0.00260284716775524								0.000249696119822176	
arsM_449							0.00853307007718162			0.00101289311647967			
arsM_453										0.0141805036307154	0.00362525935709651		
arsM_455		0.0022249102434126		0.00173523144517016								0.000499392239644353	
arsM_463		0.0014832734956084	0.0122827991680451										
arsM_465						0.0026520180973715	0.00164097501484262	0.00620091312875044		0.00658380525711785	0.00120841978569884		
arsM_466		0.000741636747804199						0.00132876709901795					
arsM_468		0.0014832734956084								0.00101289311647967			
arsM_475				0.000867615722585078		0.00176801206491433							
arsM_478								0.0252465748813411			0.014501037428386		
arsM_479					0.00158254390768072								0.00143005868960862
arsM_492		0.0022249102434126										0.000499392239644353	
arsM_510										0.00101289311647967	0.00181262967854825		
arsM_535							0.00196917001781114			0.0015193396747195		0.000749088359466529	
arsM_560					0.00316508781536144	0.00442003016228583							
arsM_595									0.00213907037712666	0.00303867934943901	0.00302104946424709		
arsM_657							0.00722029006530752	0.00221461183169659					
arsM_676					0.0039563597692018			0.00310045656437522					
arsM_699							0.000984585008905571	0.00531506839607181					
arsM_707							0.00164097501484262	0.00620091312875044					
arsM_880										0.00557091214063818		0.00249696119822176	
arsM_937										0.00658380525711785		0.00449453015679918	
ClassB_001		0.0014832734956084		0.00347046289034031		0.00530403619474299							
ClassB_003		0.0022249102434126	0.00102356659733709	0.00607331005809555	0.00237381586152108	0.010608072389486							
ClassB_004		0.0022249102434126	0.00511783298668545		0.00158254390768072								
ClassB_007										0.00253223279119917	0.00302104946424709		
ClassB_010										0.00101289311647967		0.00349574567751047	
ClassB_011							0.0403679853651284	0.00221461183169659					
ClassB_012										0.00253223279119917	0.00483367914279534		
ClassB_013		0.0014832734956084		0.00260284716775524									
ClassB_014								0.00664383549508976			0.0108757780712895		
ClassB_020										0.00303867934943901	0.00725051871419301		
ClassB_021			0.00307069979201127			0.00353602412982866							
ClassB_022	0.00524128243698668											0.00174787283875523	
ClassB_023										0.0141805036307154	0.00543788903564476	0.000499392239644353	
ClassB_026		0.0029665469912168	0.00409426638934836										
ClassB_027								0.00132876709901795		0.0116482708395162			
ClassB_028	0.00174709414566223		0.00409426638934836										
ClassB_029								0.00354337893071454			0.0175220868926331		
ClassB_031		0.0022249102434126		0.00260284716775524									
ClassB_034			0.00102356659733709			0.0026520180973715							
ClassB_035					0.00237381586152108	0.00176801206491433					0.00181262967854825		
ClassB_036	0.0585276538796846			0.000867615722585078									
ClassB_037		0.003708183739021			0.000791271953840359								
ClassB_038			0.00204713319467418			0.0185641266816005							
ClassB_039								0.000442922366339317			0.00241683957139767		
ClassB_126					0.00158254390768072			0.00221461183169659					
intI_001		0.00519145723462939			0.00158254390768072								
intI_003									0.0188238193187146	0.00303867934943901	0.00120841978569884	0.00249696119822176	
intI_004		0.000741636747804199		0.00260284716775524									
intI_005										0.00101289311647967	0.00362525935709651		
intI_006							0.034460475311695	0.027904109079377			0.0682757178919842		
intI_010									0.00556158298052933			0.000499392239644353	
intI_012										0.0303867934943901	0.0138968275355366	0.0119854137514645	
intI_014									0.00299469852797733			0.000749088359466529	
intI_015	0.00349418829132445	0.000741636747804199		0.00173523144517016		0.00353602412982866							
intI_016									0.00342251260340266	0.0101289311647967	0.0223557660354285		
intI_017					0.00316508781536144	0.0026520180973715							
intI_021										0.0465930833580648	0.00543788903564476	0.0129841982307532	
intI_023										0.00607735869887802	0.0126884077498378	0.00224726507839959	
intI_026									0.001283442226276		0.00181262967854825		
intI_027									0.023101960072968	0.00658380525711785		0.0052436185162657	
intI_028									0.010267537810208	0.00354512590767884		0.00349574567751047	
intI_030											0.0416904826066098	0.00474422627662135	
intI_032		0.000741636747804199	0.00614139958402253										
intI_033											0.00422946924994592	0.000249696119822176	
intI_036								0.00310045656437522				0.00224726507839959	
intI_037		0.000741636747804199				0.00176801206491433							
intI_038							0.000984585008905571					0.00724118747484312	
intI_039									0.00427814075425333			0.000749088359466529	
intI_040										0.00658380525711785		0.00174787283875523	
intI_042							0.000984585008905571				0.00362525935709651		
intI_044		0.00815800422584619				0.00176801206491433							
intI_045									0.00898409558393199			0.0102375409127092	
intI_048											0.00181262967854825	0.00199756895857741	
intI_052		0.00444982048682519			0.0039563597692018	0.00176801206491433							
intI_056					0.000791271953840359						0.00543788903564476		
intI_062								0.00177168946535727		0.00506446558239835	0.00785472860704243		
intI_102										0.00962248460655686		0.00249696119822176	
intI_154											0.00181262967854825	0.000998784479288706	
