"db" "query" "genus" "class" "phylum" "Organism"
"ncbi" "Phenylobacterium zucineum HLK1" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium zucineum HLK1"
"ncbi" "Burkholderia sp. ST111" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. ST111"
"ncbi" "Herbaspirillum hiltneri N3" "Herbaspirillum" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum hiltneri N3"
"ncbi" "Azotobacter vinelandii DJ" "Azotobacter" "Gammaproteobacteria" "Proteobacteria" "Azotobacter vinelandii DJ"
"ncbi" "Bradyrhizobium diazoefficiens USDA 110" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium diazoefficiens USDA 110"
"ncbi" "Caulobacter sp. UNC279MFTsu5.1" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. UNC279MFTsu5.1"
"ncbi" "Mesorhizobium sp. WSM3873" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium sp. WSM3873"
"ncbi" "Sinorhizobium sp. GL28" "Sinorhizobium" "Alphaproteobacteria" "Proteobacteria" "Sinorhizobium sp. GL28"
"ncbi" "Phenylobacterium sp. SCN 70-31" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium sp. SCN 70-31"
"ncbi" "Rhodospirillum centenum SW" "Rhodospirillum" "Alphaproteobacteria" "Proteobacteria" "Rhodospirillum centenum SW"
"ncbi" "Rhizobium miluonense" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium miluonense"
"ncbi" "Mesorhizobium plurifarium" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium plurifarium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Burkholderia sp. OLGA172" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. OLGA172"
"ncbi" "Skermanella stibiiresistens SB22" "Skermanella" "Alphaproteobacteria" "Proteobacteria" "Skermanella stibiiresistens SB22"
"ncbi" "Oceanibulbus indolifex HEL-45" "Oceanibulbus" "Alphaproteobacteria" "Proteobacteria" "Oceanibulbus indolifex HEL-45"
"ncbi" "Comamonas testosteroni KF-1" "Comamonas" "Betaproteobacteria" "Proteobacteria" "Comamonas testosteroni KF-1"
"ncbi" "Pseudorhodoferax sp. Leaf265" "Pseudorhodoferax" "Betaproteobacteria" "Proteobacteria" "Pseudorhodoferax sp. Leaf265"
"ncbi" "Burkholderia fungorum" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia fungorum"
"ncbi" "Bradyrhizobium sp. Ghvi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. Ghvi"
"ncbi" "Pseudoxanthomonas sp. CF385" "Pseudoxanthomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudoxanthomonas sp. CF385"
"ncbi" "Bradyrhizobium manausense" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium manausense"
"ncbi" "Comamonas thiooxydans" "Comamonas" "Betaproteobacteria" "Proteobacteria" "Comamonas thiooxydans"
"ncbi" "Stenotrophomonas maltophilia" "Stenotrophomonas" "Gammaproteobacteria" "Proteobacteria" "Stenotrophomonas maltophilia"
"ncbi" "Rhodanobacter sp. SCN 68-63" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. SCN 68-63"
"ncbi" "Paracoccus yeei" "Paracoccus" "Alphaproteobacteria" "Proteobacteria" "Paracoccus yeei"
"ncbi" "Tepidicaulis marinus" "Tepidicaulis" "Alphaproteobacteria" "Proteobacteria" "Tepidicaulis marinus"
"ncbi" "Ralstonia pickettii 12D" "Ralstonia" "Betaproteobacteria" "Proteobacteria" "Ralstonia pickettii 12D"
"ncbi" "Burkholderiales bacterium 67-32" NA "Betaproteobacteria" "Proteobacteria" "Burkholderiales bacterium 67-32"
"ncbi" "Variovorax sp. YR216" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax sp. YR216"
"ncbi" "Alphaproteobacteria bacterium 13_1_20CM_3_64_12" NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 13_1_20CM_3_64_12"
"ncbi" "Bosea sp. LC85" "Bosea" "Alphaproteobacteria" "Proteobacteria" "Bosea sp. LC85"
"ncbi" "Achromobacter sp. KAs 3-5" "Achromobacter" "Betaproteobacteria" "Proteobacteria" "Achromobacter sp. KAs 3-5"
"ncbi" "Achromobacter xylosoxidans" "Achromobacter" "Betaproteobacteria" "Proteobacteria" "Achromobacter xylosoxidans"
"ncbi" "Afipia broomeae ATCC 49717" "Afipia" "Alphaproteobacteria" "Proteobacteria" "Afipia broomeae ATCC 49717"
"ncbi" "Sphingobium chinhatense IP26" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium chinhatense IP26"
"ncbi" "Burkholderia sp. CCGE1001" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. CCGE1001"
"ncbi" "Rhodopseudomonas palustris CGA009" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris CGA009"
"ncbi" "Burkholderia cepacia" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia cepacia"
"ncbi" "Sinorhizobium americanum" "Sinorhizobium" "Alphaproteobacteria" "Proteobacteria" "Sinorhizobium americanum"
"ncbi" "Streptomyces purpurogeneiscleroticus" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces purpurogeneiscleroticus"
"ncbi" "Acidocella sp. MX-AZ02" "Acidocella" "Alphaproteobacteria" "Proteobacteria" "Acidocella sp. MX-AZ02"
"ncbi" "Phenylobacterium sp. SCN 69-14" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium sp. SCN 69-14"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Bradyrhizobium neotropicale" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium neotropicale"
"ncbi" "Afipia sp. 62-7" "Afipia" "Alphaproteobacteria" "Proteobacteria" "Afipia sp. 62-7"
"ncbi" "Sphingobium sp. YBL2" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium sp. YBL2"
"ncbi" "Sphingobium sp. C100" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium sp. C100"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Acidihalobacter prosperus" "Acidihalobacter" "Gammaproteobacteria" "Proteobacteria" "Acidihalobacter prosperus"
"ncbi" "Gluconacetobacter diazotrophicus PAl 5" "Gluconacetobacter" "Alphaproteobacteria" "Proteobacteria" "Gluconacetobacter diazotrophicus PAl 5"
"ncbi" "Acidihalobacter prosperus" "Acidihalobacter" "Gammaproteobacteria" "Proteobacteria" "Acidihalobacter prosperus"
"ncbi" "Alicyclobacillus tengchongensis" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus tengchongensis"
"ncbi" "Geobacillus sp. JS12" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. JS12"
"ncbi" "Gracilibacillus boraciitolerans JCM 21714" "Gracilibacillus" "Bacilli" "Firmicutes" "Gracilibacillus boraciitolerans JCM 21714"
"ncbi" "Alicyclobacillus ferrooxydans" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus ferrooxydans"
"ncbi" "Geobacillus sp. Y4.1MC1" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. Y4.1MC1"
"ncbi" "Bhargavaea cecembensis DSE10" "Bhargavaea" "Bacilli" "Firmicutes" "Bhargavaea cecembensis DSE10"
"ncbi" "Methylomonas methanica MC09" "Methylomonas" "Gammaproteobacteria" "Proteobacteria" "Methylomonas methanica MC09"
"ncbi" "Desulfurivibrio alkaliphilus AHT2" "Desulfurivibrio" "Deltaproteobacteria" "Proteobacteria" "Desulfurivibrio alkaliphilus AHT2"
"ncbi" "Alkalilimnicola ehrlichii MLHE-1" "Alkalilimnicola" "Gammaproteobacteria" "Proteobacteria" "Alkalilimnicola ehrlichii MLHE-1"
"ncbi" "Sorangium cellulosum So0157-2" "Sorangium" "Deltaproteobacteria" "Proteobacteria" "Sorangium cellulosum So0157-2"
"ncbi" "Intrasporangium chromatireducens Q5-1" "Intrasporangium" "Actinobacteria" "Actinobacteria" "Intrasporangium chromatireducens Q5-1"
"ncbi" "Acidobacteria bacterium 13_1_20CM_4_57_11" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_4_57_11"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_68_5" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_68_5"
"ncbi" "Flavihumibacter petaseus NBRC 106054" "Flavihumibacter" "Chitinophagia" "Bacteroidetes" "Flavihumibacter petaseus NBRC 106054"
"ncbi" "Conexibacter woesei DSM 14684" "Conexibacter" "Thermoleophilia" "Actinobacteria" "Conexibacter woesei DSM 14684"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Chitinophaga sp. YR573" "Chitinophaga" "Chitinophagia" "Bacteroidetes" "Chitinophaga sp. YR573"
"ncbi" "Terriglobus roseus DSM 18391" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus DSM 18391"
"ncbi" "Singulisphaera acidiphila DSM 18658" "Singulisphaera" "Planctomycetia" "Planctomycetes" "Singulisphaera acidiphila DSM 18658"
"ncbi" "Actinobacteria bacterium 13_1_20CM_2_66_18" NA NA "Actinobacteria" "Actinobacteria bacterium 13_1_20CM_2_66_18"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Verrucomicrobia bacterium GWF2_62_7" NA NA "Verrucomicrobia" "Verrucomicrobia bacterium GWF2_62_7"
"ncbi" "Terriglobus roseus" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_58_4" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_58_4"
"ncbi" "Rubinisphaera brasiliensis DSM 5305" "Rubinisphaera" "Planctomycetia" "Planctomycetes" "Rubinisphaera brasiliensis DSM 5305"
"ncbi" "Bradyrhizobium oligotrophicum S58" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium oligotrophicum S58"
"ncbi" "Bradyrhizobium sp. LTSP885" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. LTSP885"
"ncbi" "Bradyrhizobium retamae" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium retamae"
"ncbi" "Sorangium cellulosum" "Sorangium" "Deltaproteobacteria" "Proteobacteria" "Sorangium cellulosum"
"ncbi" "Bradyrhizobium paxllaeri" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium paxllaeri"
"ncbi" "Terriglobus roseus DSM 18391" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus DSM 18391"
"ncbi" "Rhodovulum sp. PH10" "Rhodovulum" "Alphaproteobacteria" "Proteobacteria" "Rhodovulum sp. PH10"
"ncbi" "Rhodanobacter sp. Root179" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. Root179"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Candidatus Solibacter usitatus Ellin6076" "Candidatus Solibacter" "Solibacteres" "Acidobacteria" "Candidatus Solibacter usitatus Ellin6076"
"ncbi" "Legionella anisa" "Legionella" "Gammaproteobacteria" "Proteobacteria" "Legionella anisa"
"ncbi" "Burkholderia sp. BT03" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. BT03"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Bradyrhizobium paxllaeri" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium paxllaeri"
"ncbi" "Bradyrhizobium sp. DFCI-1" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. DFCI-1"
"ncbi" "Candidatus Phaeomarinobacter ectocarpi" "Candidatus Phaeomarinobacter" "Alphaproteobacteria" "Proteobacteria" "Candidatus Phaeomarinobacter ectocarpi"
"ncbi" "Microgenomates (Daviesbacteria) bacterium GW2011_GWA2_38_24" NA NA NA "Microgenomates (Daviesbacteria) bacterium GW2011_GWA2_38_24"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Burkholderia glumae PG1" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia glumae PG1"
"ncbi" "Pseudomonas aeruginosa" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas aeruginosa"
"ncbi" "Alteromonas stellipolaris LMG 21856" "Alteromonas" "Gammaproteobacteria" "Proteobacteria" "Alteromonas stellipolaris LMG 21856"
"ncbi" "Pseudomonas oryzihabitans" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas oryzihabitans"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Gammaproteobacteria bacterium SCGC AG-212-F23" NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SCGC AG-212-F23"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Bradyrhizobium lablabi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium lablabi"
"ncbi" "Leadbetterella byssophila DSM 17132" "Leadbetterella" "Cytophagia" "Bacteroidetes" "Leadbetterella byssophila DSM 17132"
"ncbi" "Bacillus sp. FJAT-21945" "Bacillus" "Bacilli" "Firmicutes" "Bacillus sp. FJAT-21945"
"ncbi" "Rhodopseudomonas palustris BisA53" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris BisA53"
"ncbi" "Methylococcus capsulatus str. Bath" "Methylococcus" "Gammaproteobacteria" "Proteobacteria" "Methylococcus capsulatus str. Bath"
"ncbi" "Nitrosospira multiformis ATCC 25196" "Nitrosospira" "Betaproteobacteria" "Proteobacteria" "Nitrosospira multiformis ATCC 25196"
"ncbi" "Phenylobacterium zucineum HLK1" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium zucineum HLK1"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Tolumonas auensis DSM 9187" "Tolumonas" "Gammaproteobacteria" "Proteobacteria" "Tolumonas auensis DSM 9187"
"ncbi" "Shinella sp. HZN7" "Shinella" "Alphaproteobacteria" "Proteobacteria" "Shinella sp. HZN7"
"ncbi" "Pandoraea pulmonicola" "Pandoraea" "Betaproteobacteria" "Proteobacteria" "Pandoraea pulmonicola"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Methylocella silvestris BL2" "Methylocella" "Alphaproteobacteria" "Proteobacteria" "Methylocella silvestris BL2"
"ncbi" "Burkholderia sp. OLGA172" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. OLGA172"
"ncbi" "mine drainage metagenome" NA NA NA "mine drainage metagenome"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Methylobacterium sp. Leaf90" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium sp. Leaf90"
"ncbi" "Glaciecola nitratireducens FR1064" "Glaciecola" "Gammaproteobacteria" "Proteobacteria" "Glaciecola nitratireducens FR1064"
"ncbi" "Xanthomonas translucens pv. phlei" "Xanthomonas" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas translucens pv. phlei"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Methylobacterium sp. Leaf102" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium sp. Leaf102"
"ncbi" "Bradyrhizobium sp. err11" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. err11"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Halothiobacillus sp. XI15" "Halothiobacillus" "Gammaproteobacteria" "Proteobacteria" "Halothiobacillus sp. XI15"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Massilia sp. Root335" "Massilia" "Betaproteobacteria" "Proteobacteria" "Massilia sp. Root335"
"ncbi" "Bradyrhizobium sp. Leaf396" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. Leaf396"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Bartonella australis Aust/NH1" "Bartonella" "Alphaproteobacteria" "Proteobacteria" "Bartonella australis Aust/NH1"
"ncbi" "Bradyrhizobium valentinum" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium valentinum"
"ncbi" "Candidatus Contendobacter odensis Run_B_J11" "Candidatus Contendobacter" "Gammaproteobacteria" "Proteobacteria" "Candidatus Contendobacter odensis Run_B_J11"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Lysobacter arseniciresistens ZS79" "Lysobacter" "Gammaproteobacteria" "Proteobacteria" "Lysobacter arseniciresistens ZS79"
"ncbi" "Thiomonas bhubaneswarensis" "Thiomonas" "Betaproteobacteria" "Proteobacteria" "Thiomonas bhubaneswarensis"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Ferrimonas balearica DSM 9799" "Ferrimonas" "Gammaproteobacteria" "Proteobacteria" "Ferrimonas balearica DSM 9799"
"ncbi" "Pseudomonas alcaligenes" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas alcaligenes"
"ncbi" "Methylibium petroleiphilum PM1" "Methylibium" "Betaproteobacteria" "Proteobacteria" "Methylibium petroleiphilum PM1"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Serratia marcescens" "Serratia" "Gammaproteobacteria" "Proteobacteria" "Serratia marcescens"
"ncbi" "Rhodocyclaceae bacterium PG1-Ca6" "Rugosibacter" "Betaproteobacteria" "Proteobacteria" "Rhodocyclaceae bacterium PG1-Ca6"
"ncbi" "Candidatus Accumulibacter sp. SK-01" "Candidatus Accumulibacter" "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-01"
"ncbi" "Opitutaceae bacterium TAV5" NA "Opitutae" "Verrucomicrobia" "Opitutaceae bacterium TAV5"
"ncbi" "Betaproteobacteria bacterium SG8_39" NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SG8_39"
"ncbi" "Thioalkalivibrio sulfidophilus HL-EbGr7" "Thioalkalivibrio" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio sulfidophilus HL-EbGr7"
"ncbi" "Pseudomonas xanthomarina" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas xanthomarina"
"ncbi" "Caldilinea aerophila DSM 14535 = NBRC 104270" "Caldilinea" "Caldilineae" "Chloroflexi" "Caldilinea aerophila DSM 14535 = NBRC 104270"
"ncbi" "Geoalkalibacter subterraneus" "Geoalkalibacter" "Deltaproteobacteria" "Proteobacteria" "Geoalkalibacter subterraneus"
"ncbi" "Candidatus Accumulibacter sp. SK-02" "Candidatus Accumulibacter" "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-02"
"ncbi" "Rhizomicrobium sp. SCGC AG-212-E05" "Rhizomicrobium" "Alphaproteobacteria" "Proteobacteria" "Rhizomicrobium sp. SCGC AG-212-E05"
"ncbi" "Klebsiella michiganensis" "Klebsiella" "Gammaproteobacteria" "Proteobacteria" "Klebsiella michiganensis"
"ncbi" "Sulfuricella denitrificans skB26" "Sulfuricella" "Betaproteobacteria" "Proteobacteria" "Sulfuricella denitrificans skB26"
"ncbi" "Gammaproteobacteria bacterium SG8_30" NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_30"
"ncbi" "Gallionella capsiferriformans ES-2" "Gallionella" "Betaproteobacteria" "Proteobacteria" "Gallionella capsiferriformans ES-2"
"ncbi" "Brevibacillus laterosporus" "Brevibacillus" "Bacilli" "Firmicutes" "Brevibacillus laterosporus"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Clostridium sp. MLG856-1" "Clostridium" "Clostridia" "Firmicutes" "Clostridium sp. MLG856-1"
"ncbi" "Enterococcus faecium" "Enterococcus" "Bacilli" "Firmicutes" "Enterococcus faecium"
"ncbi" "Actinoplanes teichomyceticus" "Actinoplanes" "Actinobacteria" "Actinobacteria" "Actinoplanes teichomyceticus"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Streptomyces toyocaensis" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces toyocaensis"
"ncbi" "Rhodoplanes sp. Z2-YC6860" "Rhodoplanes" "Alphaproteobacteria" "Proteobacteria" "Rhodoplanes sp. Z2-YC6860"
"ncbi" "Paenibacillus popilliae" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus popilliae"
"ncbi" "Saccharothrix espanaensis DSM 44229" "Saccharothrix" "Actinobacteria" "Actinobacteria" "Saccharothrix espanaensis DSM 44229"
"ncbi" "Desulfosporosinus sp. OT" "Desulfosporosinus" "Clostridia" "Firmicutes" "Desulfosporosinus sp. OT"
"ncbi" "Desulfosporosinus sp. BG" "Desulfosporosinus" "Clostridia" "Firmicutes" "Desulfosporosinus sp. BG"
"ncbi" "Chloroflexi bacterium RBG_13_66_10" NA NA "Chloroflexi" "Chloroflexi bacterium RBG_13_66_10"
"ncbi" "Deltaproteobacteria bacterium RIFOXYA12_FULL_58_15" NA "Deltaproteobacteria" "Proteobacteria" "Deltaproteobacteria bacterium RIFOXYA12_FULL_58_15"
"ncbi" "Sorangium cellulosum" "Sorangium" "Deltaproteobacteria" "Proteobacteria" "Sorangium cellulosum"
"ncbi" "Spirochaetes bacterium RBG_13_68_11" NA NA "Spirochaetes" "Spirochaetes bacterium RBG_13_68_11"
"ncbi" "Anaeromyxobacter sp. K" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. K"
"ncbi" "Acidobacteria bacterium SCN 69-37" NA NA "Acidobacteria" "Acidobacteria bacterium SCN 69-37"
"ncbi" "Anaeromyxobacter sp. PSR-1" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. PSR-1"
"ncbi" "Burkholderia monticola" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia monticola"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Anaeromyxobacter sp. Fw109-5" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. Fw109-5"
"ncbi" "Geobacter bemidjiensis Bem" "Geobacter" "Deltaproteobacteria" "Proteobacteria" "Geobacter bemidjiensis Bem"
"ncbi" "Brevibacillus sp. WF146" "Brevibacillus" "Bacilli" "Firmicutes" "Brevibacillus sp. WF146"
"ncbi" "Acidobacteria bacterium DSM 100886" "Luteitalea" NA "Acidobacteria" "Acidobacteria bacterium DSM 100886"
"ncbi" "Anaeromyxobacter dehalogenans 2CP-1" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter dehalogenans 2CP-1"
"ncbi" "Anaerolineae bacterium CG2_30_64_16" NA "Anaerolineae" "Chloroflexi" "Anaerolineae bacterium CG2_30_64_16"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36"
"ncbi" "Verrucomicrobia bacterium SCN 57-15" NA NA "Verrucomicrobia" "Verrucomicrobia bacterium SCN 57-15"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28"
"ncbi" "Anaerolinea thermophila UNI-1" "Anaerolinea" "Anaerolineae" "Chloroflexi" "Anaerolinea thermophila UNI-1"
"ncbi" "Candidatus Fischerbacteria bacterium RBG_13_37_8" NA NA "Candidatus Fischerbacteria" "Candidatus Fischerbacteria bacterium RBG_13_37_8"
"ncbi" "mine drainage metagenome" NA NA NA "mine drainage metagenome"
"ncbi" "Tepidibacillus sp. HK-1" "Tepidibacillus" "Bacilli" "Firmicutes" "Tepidibacillus sp. HK-1"
"ncbi" "Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10" NA NA "Candidatus Handelsmanbacteria" "Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Anaeromyxobacter sp. RBG_16_69_14" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. RBG_16_69_14"
"ncbi" "Anaeromyxobacter sp. RBG_16_69_14" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. RBG_16_69_14"
"ncbi" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11"
"ncbi" "Rhodothermaceae bacterium RA" NA NA "Bacteroidetes" "Rhodothermaceae bacterium RA"
"ncbi" "Terriglobus roseus" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus"
"ncbi" "candidate division Zixibacteria bacterium SM1_73" NA NA "candidate division Zixibacteria" "candidate division Zixibacteria bacterium SM1_73"
"ncbi" "Planctomycetes bacterium GWF2_50_10" NA NA "Planctomycetes" "Planctomycetes bacterium GWF2_50_10"
